beta,n_avg
0.0,3.7207017543859653
0.002003807615230461,3.95578947368421
0.004007615230460922,3.963508771929824
0.006011422845691383,3.969824561403508
0.008015230460921844,3.9789473684210526
0.010019038076152304,3.987368421052632
0.012022845691382766,3.9922807017543858
0.014026653306613228,3.9978947368421056
0.016030460921843688,4.003508771929824
0.018034268537074148,4.0119298245614035
0.02003807615230461,4.0301754385964905
0.022041883767535072,4.042807017543859
0.024045691382765532,4.049824561403509
0.026049498997995992,4.058245614035087
0.028053306613226456,4.067368421052632
0.030057114228456916,4.072982456140351
0.032060921843687376,4.077894736842105
0.034064729458917836,4.087017543859649
0.036068537074148296,4.094736842105263
0.038072344689378756,4.101754385964912
0.04007615230460922,4.108771929824561
0.042079959919839684,4.112280701754386
0.044083767535070144,4.116491228070176
0.046087575150300604,4.124912280701754
0.048091382765531064,4.136140350877193
0.050095190380761524,4.142456140350877
0.052098997995991984,4.149473684210526
0.054102805611222445,4.152982456140351
0.05610661322645291,4.152982456140351
0.05811042084168337,4.162105263157894
0.06011422845691383,4.166315789473685
0.06211803607214429,4.168421052631579
0.06412184368737475,4.174736842105264
0.06612565130260521,4.179649122807017
0.06812945891783567,4.180350877192983
0.07013326653306613,4.185964912280702
0.07213707414829659,4.195087719298245
0.07414088176352705,4.19859649122807
0.07614468937875751,4.203508771929824
0.07814849699398797,4.2049122807017545
0.08015230460921843,4.207719298245615
0.08215611222444891,4.20982456140351
0.08415991983967937,4.216140350877193
0.08616372745490983,4.217543859649123
0.08816753507014029,4.223859649122808
0.09017134268537075,4.230877192982457
0.09217515030060121,4.233684210526316
0.09417895791583167,4.235087719298246
0.09618276553106213,4.237894736842106
0.09818657314629259,4.250526315789474
0.10019038076152305,4.258947368421053
0.10219418837675351,4.260350877192982
0.10419799599198397,4.271578947368421
0.10620180360721443,4.277192982456141
0.10820561122244489,4.280701754385965
0.11020941883767535,4.286315789473685
0.11221322645290582,4.295438596491229
0.11421703406813628,4.301754385964912
0.11622084168336674,4.304561403508773
0.1182246492985972,4.308070175438597
0.12022845691382766,4.313684210526316
0.12223226452905812,4.315789473684211
0.12423607214428858,4.319298245614036
0.12623987975951903,4.320701754385965
0.1282436873747495,4.329122807017544
0.13024749498997998,4.331929824561403
0.13225130260521042,4.3396491228070175
0.1342551102204409,4.344561403508772
0.13625891783567134,4.3487719298245615
0.13826272545090182,4.350877192982456
0.14026653306613227,4.355087719298245
0.14227034068136274,4.3635087719298244
0.14427414829659319,4.365614035087719
0.14627795591182366,4.372631578947368
0.1482817635270541,4.374035087719299
0.15028557114228458,4.374736842105264
0.15228937875751503,4.376842105263158
0.1542931863727455,4.378947368421053
0.15629699398797595,4.382456140350877
0.15830080160320642,4.386666666666667
0.16030460921843687,4.397192982456141
0.16230841683366734,4.40280701754386
0.16431222444889781,4.4070175438596495
0.16631603206412826,4.416140350877193
0.16831983967935873,4.421052631578948
0.17032364729458918,4.430877192982456
0.17232745490981966,4.433684210526316
0.1743312625250501,4.44
0.17633507014028058,4.44842105263158
0.17833887775551102,4.4526315789473685
0.1803426853707415,4.460350877192982
0.18234649298597194,4.470877192982457
0.18435030060120242,4.479298245614036
0.18635410821643286,4.486315789473684
0.18835791583166334,4.4926315789473685
0.19036172344689378,4.5038596491228065
0.19236553106212426,4.510175438596492
0.19436933867735473,4.51859649122807
0.19637314629258518,4.52421052631579
0.19837695390781565,4.528421052631579
0.2003807615230461,4.540350877192982
0.20238456913827657,4.5508771929824565
0.20438837675350702,4.55859649122807
0.2063921843687375,4.564912280701755
0.20839599198396794,4.574035087719298
0.2103997995991984,4.579649122807018
0.21240360721442886,4.5838596491228065
0.21440741482965933,4.585964912280701
0.21641122244488978,4.588070175438596
0.21841503006012025,4.594385964912281
0.2204188376753507,4.597894736842106
0.22242264529058117,4.6021052631578945
0.22442645290581165,4.605614035087719
0.2264302605210421,4.609824561403509
0.22843406813627257,4.610526315789474
0.230437875751503,4.613333333333333
0.2324416833667335,4.614035087719298
0.23444549098196393,4.616140350877193
0.2364492985971944,4.620350877192983
0.23845310621242485,4.6217543859649135
0.24045691382765533,4.6238596491228074
0.24246072144288577,4.625263157894737
0.24446452905811625,4.628771929824562
0.2464683366733467,4.632982456140351
0.24847214428857717,4.63859649122807
0.2504759519038076,4.64140350877193
0.25247975951903806,4.643508771929825
