1000,1080,4
1000,260,4
1000,1387,4
1000,1380,4
1000,1214,4
1000,1136,4
1000,1997,4
1000,1193,4
1000,1196,4
1000,616,4
1000,344,4
1000,2571,4
1000,593,4
1000,356,4
1000,480,4
1000,150,4
1000,1407,4
1000,318,4
1000,3081,4
1000,1,4
1000,4973,3
1000,4993,4
1000,4226,4
1000,7361,3
1000,3793,4
1000,4896,4
1000,4720,4
1000,4878,4
1000,4975,3
1000,4306,4
1000,88163,4
1000,79132,4
1000,91529,4
1000,97921,4
1000,84152,4
1000,109487,4
1000,83134,4
1000,99114,4
1000,98809,4
1000,76093,
1000,1080,
1000,260,
1000,1387,
1000,1380,
1000,1214,
1000,1136,
1000,1997,
1000,1193,
1000,1196,
1000,616,
1000,344,
1000,2571,
1000,593,
1000,356,
1000,480,
1000,150,
1000,1407,
1000,318,
1000,3081,
1000,1,
1000,4973,
1000,4993,
1000,4226,
1000,7361,
1000,3793,
1000,4896,
1000,4720,
1000,4878,
1000,4975,
1000,4306,
1000,88163,
1000,79132,
1000,91529,
1000,97921,
1000,84152,
1000,109487,
1000,83134,
1000,99114,
1000,98809,
1000,76093,
