user_id,product_id,rating
13993,87,4
13993,97,4
13993,111,4
13993,120,3
13993,126,5
13993,128,5
13993,137,5
13993,144,5
13993,146,2
13993,154,5
13993,166,5
13993,180,3
13993,182,2
13993,188,3
13993,196,3
13993,219,2
13993,229,2
13993,241,2
13993,249,2
13993,252,2
13993,255,2
13993,264,4
13993,276,2
13993,294,4
13993,295,2
13993,298,4
14264,4,5
14264,5,5
14264,30,4
14264,32,5
14264,59,1
14264,62,5
14264,64,1
14264,67,1
14264,74,1
14264,81,3
14264,84,1
14264,87,1
14264,97,1
14264,111,1
14264,120,1
14264,126,5
14264,128,5
14264,137,1
14264,144,5
14264,146,1
14264,154,1
14264,166,1
14264,180,5
14264,182,5
14264,188,4
14264,196,4
14264,219,1
14264,229,1
14264,241,5
14264,249,2
14264,252,4
14264,255,3
14264,264,1
14264,276,1
14264,294,3
14264,295,3
14264,298,4
14294,4,2
14294,5,3
14294,30,3
14294,32,5
14294,59,5
14294,62,2
14294,64,5
14294,67,4
14294,74,2
14294,81,5
14294,84,4
14294,87,2
14294,97,2
14294,111,4
14294,120,2
14294,126,3
14294,128,2
14294,137,4
14294,144,3
14294,146,2
14294,154,2
14294,166,5
14294,180,2
14294,182,2
14294,188,3
14294,196,3
14294,219,1
14294,229,4
14294,241,5
14294,249,5
14294,252,5
14294,255,5
14294,264,1
14294,276,5
14294,294,4
14294,295,1
14294,298,1
14521,4,1
14521,5,3
14521,30,1
14521,32,5
14521,59,5
14521,62,1
14521,64,5
14521,67,1
14521,74,2
14521,81,4
14521,84,3
14521,87,1
14521,97,1
14521,111,5
14521,120,3
14521,126,4
14521,128,1
14521,137,2
14521,144,5
14521,146,5
14521,154,1
14521,166,5
14521,180,5
14521,182,4
14521,188,5
14521,196,5
14521,219,5
14521,229,3
14521,241,3
14521,249,1
14521,252,5
14521,255,5
14521,264,1
14521,276,5
14521,294,1
14521,295,1
14521,298,1
14956,4,5
14956,5,5
14956,30,5
14956,32,5
14956,59,5
14956,62,5
14956,64,1
14956,67,1
14956,74,1
14956,81,5
14956,84,5
14956,87,1
14956,97,1
14956,111,5
14956,120,5
14956,126,5
14956,128,5
14956,137,5
14956,144,5
14956,146,5
14956,154,1
14956,166,5
14956,180,5
14956,182,5
14956,188,5
14956,196,5
14956,219,5
14956,229,5
14956,241,1
14956,249,5
14956,252,5
14956,255,5
14956,264,5
14956,276,5
14956,294,5
14956,295,1
14956,298,5
15518,4,3
15518,5,4
15518,30,3
15518,32,4
15518,59,4
15518,62,4
15518,64,4
15518,67,3
15518,74,1
15518,81,3
15518,84,3
15518,87,3
15518,97,2
15518,111,4
15518,120,1
15518,126,5
15518,128,3
15518,137,2
15518,144,2
15518,146,4
15518,154,3
15518,166,4
15518,180,2
15518,182,3
15518,188,3
15518,196,4
15518,219,4
15518,229,3
15518,241,2
15518,249,3
15518,252,5
15518,255,1
15518,264,4
15518,276,2
15518,294,4
15518,295,3
15518,298,3
16151,4,2
16151,5,1
16151,30,4
16151,32,5
16151,59,2
16151,62,2
16151,64,1
16151,67,2
16151,74,2
16151,81,1
16151,84,5
16151,87,3
16151,97,3
16151,111,3
16151,120,3
16151,126,1
16151,128,5
16151,137,3
16151,144,5
16151,146,2
16151,154,5
16151,166,5
16151,180,5
16151,182,3
16151,188,2
16151,196,2
16151,219,3
16151,229,4
16151,241,1
16151,249,1
16151,252,4
16151,255,5
16151,264,4
16151,276,3
16151,294,3
16151,295,2
16151,298,4
16386,4,2
16386,5,1
16386,30,3
16386,32,3
16386,59,2
16386,62,3
16386,64,2
16386,67,1
16386,74,1
16386,81,1
16386,84,1
16386,87,1
16386,97,1
16386,111,1
16386,120,1
16386,126,1
16386,128,2
16386,137,2
16386,144,2
16386,146,1
16386,154,2
16386,166,1
16386,180,2
16386,182,2
16386,188,2
16386,196,3
16386,219,2
16386,229,2
16386,241,2
16386,249,1
16386,252,1
16386,255,2
16386,264,1
16386,276,1
16386,294,1
16386,295,1
16386,298,1
16704,4,1
16704,5,1
16704,30,3
16704,32,3
16704,59,5
16704,62,4
16704,64,3
16704,67,4
16704,74,3
16704,81,2
16704,84,4
16704,87,2
16704,97,2
16704,111,4
16704,120,3
16704,126,2
16704,128,4
16704,137,5
16704,144,3
16704,146,3
16704,154,3
16704,166,5
16704,180,3
16704,182,3
16704,188,4
16704,196,4
16704,219,4
16704,229,2
16704,241,1
16704,249,1
16704,252,4
16704,255,4
16704,264,4
16704,276,5
16704,294,2
16704,295,1
16704,298,5
16933,4,3
16933,5,2
16933,30,1
16933,32,5
16933,59,4
16933,62,5
16933,64,3
16933,67,3
16933,74,3
16933,81,2
16933,84,2
16933,87,3
16933,97,2
16933,111,3
16933,120,3
16933,126,3
16933,128,4
16933,137,3
16933,144,4
16933,146,5
16933,154,2
16933,166,4
16933,180,1
16933,182,3
16933,188,3
16933,196,2
16933,219,2
16933,229,5
16933,241,5
16933,249,5
16933,252,5
16933,255,5
16933,264,3
16933,276,3
16933,294,2
16933,295,1
16933,298,2
16947,4,5
16947,5,5
16947,30,5
16947,32,4
16947,59,2
16947,62,2
16947,64,2
16947,67,2
16947,74,2
16947,81,1
16947,84,3
16947,87,4
16947,97,2
16947,111,3
16947,120,3
16947,126,3
16947,128,5
16947,137,4
16947,144,4
16947,146,2
16947,154,4
16947,166,4
16947,180,3
16947,182,2
16947,188,2
16947,196,2
16947,219,2
16947,229,3
16947,241,2
16947,249,1
16947,252,1
16947,255,4
16947,264,2
16947,276,2
16947,294,2
16947,295,2
16947,298,3
17842,4,2
17842,5,3
17842,30,4
17842,32,4
17842,59,5
17842,62,4
17842,64,3
17842,67,3
17842,74,3
17842,81,5
17842,84,5
17842,87,5
17842,97,5
17842,111,3
17842,120,2
17842,126,5
17842,128,5
17842,137,5
17842,144,4
17842,146,3
17842,154,2
17842,166,5
17842,180,1
17842,182,5
17842,188,5
17842,196,5
17842,219,4
17842,229,5
17842,241,3
17842,249,3
17842,252,3
17842,255,4
17842,264,1
17842,276,3
17842,294,4
17842,295,1
17842,298,2
18291,4,1
18291,5,2
18291,30,3
18291,32,5
18291,59,4
18291,62,2
18291,64,5
18291,67,5
18291,74,3
18291,81,5
18291,84,4
18291,87,4
18291,97,4
18291,111,3
18291,120,4
18291,126,3
18291,128,5
18291,137,5
18291,144,5
18291,146,3
18291,154,5
18291,166,5
18291,180,2
18291,182,4
18291,188,2
18291,196,5
18291,219,4
18291,229,5
18291,241,5
18291,249,5
18291,252,3
18291,255,5
18291,264,4
18291,276,2
18291,294,3
18291,295,2
18291,298,3
18768,4,1
18768,5,1
18768,30,2
18768,32,2
18768,59,5
18768,62,1
18768,64,4
18768,67,4
18768,74,1
18768,81,4
18768,84,3
18768,87,2
18768,97,1
18768,111,4
18768,120,1
18768,126,3
18768,128,1
18768,137,1
18768,144,1
18768,146,1
18768,154,1
18768,166,3
18768,180,3
18768,182,4
18768,188,5
18768,196,5
18768,219,1
18768,229,1
18768,241,1
18768,249,1
18768,252,3
18768,255,1
18768,264,1
18768,276,1
18768,294,1
18768,295,1
18768,298,1
18825,4,1
18825,5,1
18825,30,2
18825,32,3
18825,59,5
18825,62,3
18825,64,4
18825,67,3
18825,74,2
18825,81,1
18825,84,5
18825,87,4
18825,97,4
18825,111,3
18825,120,4
18825,126,1
18825,128,1
18825,137,4
18825,144,2
18825,146,1
18825,154,1
18825,166,5
18825,180,1
18825,182,1
18825,188,1
18825,196,1
18825,219,1
18825,229,5
18825,241,4
18825,249,1
18825,252,5
18825,255,5
18825,264,1
18825,276,1
18825,294,1
18825,295,1
18825,298,1
19858,4,5
19858,5,4
19858,30,5
19858,32,5
19858,59,2
19858,62,1
19858,64,1
19858,67,1
19858,74,2
19858,81,1
19858,84,2
19858,87,1
19858,97,1
19858,111,2
19858,120,2
19858,126,5
19858,128,3
19858,137,5
19858,144,5
19858,146,1
19858,154,3
19858,166,5
19858,180,1
19858,182,1
19858,188,3
19858,196,4
19858,219,1
19858,229,2
19858,241,2
19858,249,1
19858,252,1
19858,255,2
19858,264,2
19858,276,2
19858,294,1
19858,295,1
19858,298,1
20067,4,5
20067,5,3
20067,30,4
20067,32,3
20067,59,2
20067,62,3
20067,64,2
20067,67,2
20067,74,2
20067,81,1
20067,84,4
20067,87,3
20067,97,4
20067,111,2
20067,120,1
20067,126,4
20067,128,5
20067,137,5
20067,144,5
20067,146,1
20067,154,2
20067,166,5
20067,180,3
20067,182,2
20067,188,1
20067,196,4
20067,219,1
20067,229,1
20067,241,1
20067,249,1
20067,252,5
20067,255,5
20067,264,2
20067,276,1
20067,294,1
20067,295,1
20067,298,1
20104,4,4
20104,5,4
20104,30,4
20104,32,4
20104,59,2
20104,62,4
20104,64,4
20104,67,4
20104,74,4
20104,81,2
20104,84,3
20104,87,3
20104,97,4
20104,111,4
20104,120,4
20104,126,4
20104,128,4
20104,137,4
20104,144,3
20104,146,2
20104,154,4
20104,166,4
20104,180,4
20104,182,4
20104,188,1
20104,196,1
20104,219,1
20104,229,2
20104,241,2
20104,249,2
20104,252,2
20104,255,4
20104,264,1
20104,276,2
20104,294,2
20104,295,3
20104,298,3
20170,4,5
20170,5,5
20170,30,5
20170,32,5
20170,59,1
20170,62,4
20170,64,1
20170,67,3
20170,74,1
20170,81,1
20170,84,4
20170,87,5
20170,97,5
20170,111,5
20170,120,2
20170,126,5
20170,128,5
20170,137,5
20170,144,5
20170,146,5
20170,154,5
20170,166,5
20170,180,5
20170,182,5
20170,188,5
20170,196,5
20170,219,2
20170,229,3
20170,241,1
20170,249,1
20170,252,1
20170,255,1
20170,264,5
20170,276,1
20170,294,5
20170,295,2
20170,298,4
20309,4,5
20309,5,5
20309,30,3
20309,32,4
20309,59,1
20309,62,3
20309,64,4
20309,67,1
20309,74,5
20309,81,5
20309,84,4
20309,87,3
20309,97,2
20309,111,5
20309,120,5
20309,126,5
20309,128,4
20309,137,5
20309,144,4
20309,146,1
20309,154,3
20309,166,4
20309,180,5
20309,182,5
20309,188,3
20309,196,4
20309,219,1
20309,229,1
20309,241,2
20309,249,1
20309,252,3
20309,255,5
20309,264,1
20309,276,1
20309,294,3
20309,295,2
20309,298,5
20895,4,3
20895,5,3
20895,30,1
20895,32,3
20895,59,3
20895,62,3
20895,64,1
20895,67,1
20895,74,1
20895,81,1
20895,84,1
20895,87,3
20895,97,3
20895,111,3
20895,120,2
20895,126,3
20895,128,5
20895,137,1
20895,144,4
20895,146,3
20895,154,4
20895,166,2
20895,180,2
20895,182,4
20895,188,1
20895,196,1
20895,219,3
20895,229,5
20895,241,5
20895,249,4
20895,252,4
20895,255,5
20895,264,3
20895,276,2
20895,294,2
20895,295,2
20895,298,2
21248,4,4
21248,5,4
21248,30,4
21248,32,5
21248,59,2
21248,62,3
21248,64,3
21248,67,2
21248,74,2
21248,81,2
21248,84,2
21248,87,2
21248,97,2
21248,111,3
21248,120,1
21248,126,2
21248,128,3
21248,137,4
21248,144,3
21248,146,2
21248,154,3
21248,166,4
21248,180,3
21248,182,3
21248,188,4
21248,196,4
21248,219,2
21248,229,2
21248,241,3
21248,249,2
21248,252,2
21248,255,3
21248,264,2
21248,276,2
21248,294,4
21248,295,1
21248,298,3
21960,4,4
21960,5,3
21960,30,2
21960,32,5
21960,59,5
21960,62,2
21960,64,4
21960,67,3
21960,74,1
21960,81,4
21960,84,2
21960,87,1
21960,97,1
21960,111,1
21960,120,1
21960,126,4
21960,128,4
21960,137,4
21960,144,3
21960,146,1
21960,154,2
21960,166,4
21960,180,2
21960,182,3
21960,188,4
21960,196,4
21960,219,3
21960,229,4
21960,241,5
21960,249,3
21960,252,3
21960,255,4
21960,264,4
21960,276,3
21960,294,3
21960,295,2
21960,298,3
22785,4,4
22785,5,4
22785,30,4
22785,32,5
22785,59,5
22785,62,5
22785,64,5
22785,67,5
22785,74,5
22785,81,5
22785,84,4
22785,87,5
22785,97,5
22785,111,5
22785,120,5
22785,126,5
22785,128,5
22785,137,5
22785,144,5
22785,146,5
22785,154,3
22785,166,5
22785,180,3
22785,182,3
22785,188,4
22785,196,4
22785,219,4
22785,229,4
22785,241,4
22785,249,3
22785,252,3
22785,255,5
22785,264,4
22785,276,4
22785,294,5
22785,295,3
22785,298,5
22913,4,1
22913,5,1
22913,30,2
22913,32,2
22913,59,5
22913,62,2
22913,64,3
22913,67,5
22913,74,1
22913,81,3
22913,84,5
22913,87,1
22913,97,2
22913,111,4
22913,120,1
22913,126,2
22913,128,2
22913,137,1
22913,144,1
22913,146,1
22913,154,2
22913,166,2
22913,180,1
22913,182,1
22913,188,5
22913,196,2
22913,219,2
22913,229,1
22913,241,5
22913,249,1
22913,252,5
22913,255,1
22913,264,5
22913,276,5
22913,294,1
22913,295,4
22913,298,3
23226,4,4
23226,5,4
23226,30,5
23226,32,5
23226,59,2
23226,62,2
23226,64,2
23226,67,4
23226,74,5
23226,81,1
23226,84,3
23226,87,3
23226,97,2
23226,111,4
23226,120,5
23226,126,5
23226,128,5
23226,137,4
23226,144,4
23226,146,3
23226,154,3
23226,166,3
23226,180,4
23226,182,5
23226,188,3
23226,196,4
23226,219,3
23226,229,3
23226,241,1
23226,249,1
23226,252,4
23226,255,2
23226,264,3
23226,276,4
23226,294,4
23226,295,2
23226,298,3
23228,4,3
23228,5,1
23228,30,3
23228,32,2
23228,59,4
23228,62,4
23228,64,5
23228,67,5
23228,74,3
23228,81,4
23228,84,4
23228,87,3
23228,97,2
23228,111,2
23228,120,4
23228,126,2
23228,128,1
23228,137,3
23228,144,5
23228,146,1
23228,154,4
23228,166,5
23228,180,5
23228,182,5
23228,188,2
23228,196,2
23228,219,2
23228,229,4
23228,241,5
23228,249,3
23228,252,5
23228,255,4
23228,264,2
23228,276,4
23228,294,2
23228,295,2
23228,298,1
23489,4,4
23489,5,2
23489,30,4
23489,32,3
23489,59,3
23489,62,3
23489,64,3
23489,67,3
23489,74,2
23489,81,2
23489,84,2
23489,87,3
23489,97,3
23489,111,3
23489,120,2
23489,126,3
23489,128,4
23489,137,3
23489,144,3
23489,146,4
23489,154,3
23489,166,4
23489,180,2
23489,182,4
23489,188,3
23489,196,3
23489,219,3
23489,229,3
23489,241,3
23489,249,3
23489,252,4
23489,255,3
23489,264,3
23489,276,4
23489,294,3
23489,295,2
23489,298,3
23645,4,5
23645,5,1
23645,30,4
23645,32,5
23645,59,2
23645,62,4
23645,64,1
23645,67,1
23645,74,4
23645,81,3
23645,84,2
23645,87,3
23645,97,2
23645,111,2
23645,120,3
23645,126,4
23645,128,5
23645,137,4
23645,144,4
23645,146,1
23645,154,3
23645,166,3
23645,180,3
23645,182,3
23645,188,4
23645,196,4
23645,219,1
23645,229,3
23645,241,4
23645,249,1
23645,252,4
23645,255,4
23645,264,1
23645,276,1
23645,294,3
23645,295,2
23645,298,1
23782,4,4
23782,5,3
23782,30,4
23782,32,4
23782,59,4
23782,62,3
23782,64,2
23782,67,4
23782,74,4
23782,81,2
23782,84,4
23782,87,2
23782,97,1
23782,111,4
23782,120,3
23782,126,5
23782,128,5
23782,137,4
23782,144,4
23782,146,3
23782,154,2
23782,166,3
23782,180,4
23782,182,3
23782,188,2
23782,196,3
23782,219,2
23782,229,2
23782,241,2
23782,249,1
23782,252,2
23782,255,2
23782,264,4
23782,276,3
23782,294,4
23782,295,1
23782,298,2
23981,4,4
23981,5,5
23981,30,4
23981,32,4
23981,59,3
23981,62,2
23981,64,3
23981,67,2
23981,74,2
23981,81,1
23981,84,4
23981,87,3
23981,97,3
23981,111,4
23981,120,3
23981,126,4
23981,128,5
23981,137,5
23981,144,5
23981,146,2
23981,154,2
23981,166,2
23981,180,4
23981,182,4
23981,188,3
23981,196,2
23981,219,2
23981,229,3
23981,241,3
23981,249,3
23981,252,2
23981,255,3
23981,264,4
23981,276,3
23981,294,3
23981,295,2
23981,298,3
24038,4,4
24038,5,4
24038,30,4
24038,32,5
24038,59,5
24038,62,1
24038,64,2
24038,67,4
24038,74,5
24038,81,5
24038,84,5
24038,87,5
24038,97,2
24038,111,5
24038,120,5
24038,126,5
24038,128,5
24038,137,5
24038,144,5
24038,146,1
24038,154,1
24038,166,4
24038,180,2
24038,182,4
24038,188,5
24038,196,5
24038,219,5
24038,229,5
24038,241,5
24038,249,5
24038,252,5
24038,255,5
24038,264,5
24038,276,5
24038,294,5
24038,295,5
24038,298,5
24894,4,1
24894,5,4
24894,30,1
24894,32,5
24894,59,4
24894,62,2
24894,64,4
24894,67,3
24894,74,3
24894,81,4
24894,84,5
24894,87,2
24894,97,2
24894,111,1
24894,120,2
24894,126,1
24894,128,5
24894,137,5
24894,144,3
24894,146,1
24894,154,1
24894,166,5
24894,180,3
24894,182,1
24894,188,3
24894,196,3
24894,219,3
24894,229,4
24894,241,4
24894,249,3
24894,252,2
24894,255,5
24894,264,2
24894,276,3
24894,294,2
24894,295,1
24894,298,2
25170,4,4
25170,5,4
25170,30,3
25170,32,5
25170,59,1
25170,62,5
25170,64,4
25170,67,3
25170,74,3
25170,81,5
25170,84,3
25170,87,2
25170,97,2
25170,111,2
25170,120,3
25170,126,5
25170,128,4
25170,137,5
25170,144,5
25170,146,2
25170,154,4
25170,166,4
25170,180,5
25170,182,4
25170,188,3
25170,196,4
25170,219,2
25170,229,5
25170,241,5
25170,249,5
25170,252,4
25170,255,5
25170,264,2
25170,276,2
25170,294,3
25170,295,4
25170,298,4
25582,4,5
25582,5,5
25582,30,5
25582,32,5
25582,59,5
25582,62,4
25582,64,5
25582,67,5
25582,74,5
25582,81,4
25582,84,5
25582,87,5
25582,97,5
25582,111,4
25582,120,4
25582,126,5
25582,128,5
25582,137,3
25582,144,3
25582,146,5
25582,154,4
25582,166,5
25582,180,4
25582,182,5
25582,188,4
25582,196,4
25582,219,4
25582,229,4
25582,241,2
25582,249,1
25582,252,5
25582,255,2
25582,264,5
25582,276,5
25582,294,4
25582,295,3
25582,298,4
25736,4,5
25736,5,5
25736,30,4
25736,32,5
25736,59,3
25736,62,3
25736,64,3
25736,67,3
25736,74,3
25736,81,2
25736,84,3
25736,87,2
25736,97,2
25736,111,3
25736,120,3
25736,126,2
25736,128,4
25736,137,4
25736,144,4
25736,146,5
25736,154,2
25736,166,4
25736,180,4
25736,182,5
25736,188,3
25736,196,1
25736,219,1
25736,229,4
25736,241,3
25736,249,3
25736,252,5
25736,255,5
25736,264,2
25736,276,3
25736,294,5
25736,295,1
25736,298,1
25978,4,1
25978,5,1
25978,30,5
25978,32,4
25978,59,3
25978,62,4
25978,64,3
25978,67,5
25978,74,5
25978,81,4
25978,84,4
25978,87,3
25978,97,4
25978,111,4
25978,120,4
25978,126,1
25978,128,2
25978,137,4
25978,144,3
25978,146,5
25978,154,3
25978,166,5
25978,180,5
25978,182,4
25978,188,3
25978,196,3
25978,219,4
25978,229,4
25978,241,3
25978,249,4
25978,252,3
25978,255,2
25978,264,3
25978,276,5
25978,294,2
25978,295,1
25978,298,3
26030,4,5
26030,5,5
26030,30,5
26030,32,5
26030,59,1
26030,62,1
26030,64,1
26030,67,3
26030,74,5
26030,81,5
26030,84,5
26030,87,5
26030,97,1
26030,111,5
26030,120,5
26030,126,5
26030,128,3
26030,137,5
26030,144,5
26030,146,1
26030,154,3
26030,166,5
26030,180,5
26030,182,5
26030,188,5
26030,196,5
26030,219,5
26030,229,5
26030,241,2
26030,249,1
26030,252,4
26030,255,5
26030,264,5
26030,276,2
26030,294,4
26030,295,1
26030,298,5
26056,4,1
26056,5,1
26056,30,2
26056,32,4
26056,59,5
26056,62,1
26056,64,1
26056,67,4
26056,74,5
26056,81,5
26056,84,5
26056,87,4
26056,97,1
26056,111,5
26056,120,5
26056,126,5
26056,128,5
26056,137,5
26056,144,5
26056,146,1
26056,154,5
26056,166,4
26056,180,5
26056,182,5
26056,188,5
26056,196,4
26056,219,4
26056,229,1
26056,241,5
26056,249,5
26056,252,5
26056,255,5
26056,264,4
26056,276,5
26056,294,5
26056,295,1
26056,298,5
26718,4,4
26718,5,2
26718,30,1
26718,32,1
26718,59,1
26718,62,3
26718,64,1
26718,67,1
26718,74,4
26718,81,1
26718,84,5
26718,87,1
26718,97,5
26718,111,5
26718,120,4
26718,126,2
26718,128,1
26718,137,1
26718,144,1
26718,146,1
26718,154,5
26718,166,1
26718,180,5
26718,182,5
26718,188,3
26718,196,1
26718,219,1
26718,229,1
26718,241,1
26718,249,2
26718,252,2
26718,255,1
26718,264,1
26718,276,1
26718,294,1
26718,295,2
26718,298,4
26911,4,5
26911,5,1
26911,30,1
26911,32,3
26911,59,1
26911,62,1
26911,64,1
26911,67,3
26911,74,3
26911,81,1
26911,84,4
26911,87,3
26911,97,4
26911,111,1
26911,120,1
26911,126,5
26911,128,4
26911,137,1
26911,144,5
26911,146,1
26911,154,3
26911,166,5
26911,180,1
26911,182,2
26911,188,1
26911,196,4
26911,219,1
26911,229,1
26911,241,1
26911,249,1
26911,252,2
26911,255,1
26911,264,1
26911,276,1
26911,294,4
