user_id,product_id
83768,182
83768,188
83768,196
83768,219
83768,229
83768,241
83768,249
83768,252
83768,255
83768,264
83768,276
83768,294
83768,295
83768,298
68180,4
68180,5
68180,30
68180,32
68180,59
68180,62
68180,64
68180,67
68180,74
68180,81
68180,84
68180,87
68180,97
68180,111
68180,120
68180,126
68180,128
68180,137
68180,144
68180,146
68180,154
68180,166
68180,180
68180,182
68180,188
68180,196
68180,219
68180,229
68180,241
68180,249
68180,252
68180,255
68180,264
68180,276
68180,294
68180,295
68180,298
85549,4
85549,5
85549,30
85549,32
85549,59
85549,62
85549,64
85549,67
85549,74
85549,81
85549,84
85549,87
85549,97
85549,111
85549,120
85549,126
85549,128
85549,137
85549,144
85549,146
85549,154
85549,166
85549,180
85549,182
85549,188
85549,196
85549,219
85549,229
85549,241
85549,249
85549,252
85549,255
85549,264
85549,276
85549,294
85549,295
85549,298
19336,4
19336,5
19336,30
19336,32
19336,59
19336,62
19336,64
19336,67
19336,74
19336,81
19336,84
19336,87
19336,97
19336,111
19336,120
19336,126
19336,128
19336,137
19336,144
19336,146
19336,154
19336,166
19336,180
19336,182
19336,188
19336,196
19336,219
19336,229
19336,241
19336,249
19336,252
19336,255
19336,264
19336,276
19336,294
19336,295
19336,298
30466,4
30466,5
30466,30
30466,32
30466,59
30466,62
30466,64
30466,67
30466,74
30466,81
30466,84
30466,87
30466,97
30466,111
30466,120
30466,126
30466,128
30466,137
30466,144
30466,146
30466,154
30466,166
30466,180
30466,182
30466,188
30466,196
30466,219
30466,229
30466,241
30466,249
30466,252
30466,255
30466,264
30466,276
30466,294
30466,295
30466,298
32474,4
32474,5
32474,30
32474,32
32474,59
32474,62
32474,64
32474,67
32474,74
32474,81
32474,84
32474,87
32474,97
32474,111
32474,120
32474,126
32474,128
32474,137
32474,144
32474,146
32474,154
32474,166
32474,180
32474,182
32474,188
32474,196
32474,219
32474,229
32474,241
32474,249
32474,252
32474,255
32474,264
32474,276
32474,294
32474,295
32474,298
68311,4
68311,5
68311,30
68311,32
68311,59
68311,62
68311,64
68311,67
68311,74
68311,81
68311,84
68311,87
68311,97
68311,111
68311,120
68311,126
68311,128
68311,137
68311,144
68311,146
68311,154
68311,166
68311,180
68311,182
68311,188
68311,196
68311,219
68311,229
68311,241
68311,249
68311,252
68311,255
68311,264
68311,276
68311,294
68311,295
68311,298
51681,4
51681,5
51681,30
51681,32
51681,59
51681,62
51681,64
51681,67
51681,74
51681,81
51681,84
51681,87
51681,97
51681,111
51681,120
51681,126
51681,128
51681,137
51681,144
51681,146
51681,154
51681,166
51681,180
51681,182
51681,188
51681,196
51681,219
51681,229
51681,241
51681,249
51681,252
51681,255
51681,264
51681,276
51681,294
51681,295
51681,298
40630,4
40630,5
40630,30
40630,32
40630,59
40630,62
40630,64
40630,67
40630,74
40630,81
40630,84
40630,87
40630,97
40630,111
40630,120
40630,126
40630,128
40630,137
40630,144
40630,146
40630,154
40630,166
40630,180
40630,182
40630,188
40630,196
40630,219
40630,229
40630,241
40630,249
40630,252
40630,255
40630,264
40630,276
40630,294
40630,295
40630,298
11817,4
11817,5
11817,30
11817,32
11817,59
11817,62
11817,64
11817,67
11817,74
11817,81
11817,84
11817,87
11817,97
11817,111
11817,120
11817,126
11817,128
11817,137
11817,144
11817,146
11817,154
11817,166
11817,180
11817,182
11817,188
11817,196
11817,219
11817,229
11817,241
11817,249
11817,252
11817,255
11817,264
11817,276
11817,294
11817,295
11817,298
96195,4
96195,5
96195,30
96195,32
96195,59
96195,62
96195,64
96195,67
96195,74
96195,81
96195,84
96195,87
96195,97
96195,111
96195,120
96195,126
96195,128
96195,137
96195,144
96195,146
96195,154
96195,166
96195,180
96195,182
96195,188
96195,196
96195,219
96195,229
96195,241
96195,249
96195,252
96195,255
96195,264
96195,276
96195,294
96195,295
96195,298
48704,4
48704,5
48704,30
48704,32
48704,59
48704,62
48704,64
48704,67
48704,74
48704,81
48704,84
48704,87
48704,97
48704,111
48704,120
48704,126
48704,128
48704,137
48704,144
48704,146
48704,154
48704,166
48704,180
48704,182
48704,188
48704,196
48704,219
48704,229
48704,241
48704,249
48704,252
48704,255
48704,264
48704,276
48704,294
48704,295
48704,298
26104,4
26104,5
26104,30
26104,32
26104,59
26104,62
26104,64
26104,67
26104,74
26104,81
26104,84
26104,87
26104,97
26104,111
26104,120
26104,126
26104,128
26104,137
26104,144
26104,146
26104,154
26104,166
26104,180
26104,182
26104,188
26104,196
26104,219
26104,229
26104,241
26104,249
26104,252
26104,255
26104,264
26104,276
26104,294
26104,295
26104,298
12248,4
12248,5
12248,30
12248,32
12248,59
12248,62
12248,64
12248,67
12248,74
12248,81
12248,84
12248,87
12248,97
12248,111
12248,120
12248,126
12248,128
12248,137
12248,144
12248,146
12248,154
12248,166
12248,180
12248,182
12248,188
12248,196
12248,219
12248,229
12248,241
12248,249
12248,252
12248,255
12248,264
12248,276
12248,294
12248,295
12248,298
29848,4
29848,5
29848,30
29848,32
29848,59
29848,62
29848,64
29848,67
29848,74
29848,81
29848,84
29848,87
29848,97
29848,111
29848,120
29848,126
29848,128
29848,137
29848,144
29848,146
29848,154
29848,166
29848,180
29848,182
29848,188
29848,196
29848,219
29848,229
29848,241
29848,249
29848,252
29848,255
29848,264
29848,276
29848,294
29848,295
29848,298
77285,4
77285,5
77285,30
77285,32
77285,59
77285,62
77285,64
77285,67
77285,74
77285,81
77285,84
77285,87
77285,97
77285,111
77285,120
77285,126
77285,128
77285,137
77285,144
77285,146
77285,154
77285,166
77285,180
77285,182
77285,188
77285,196
77285,219
77285,229
77285,241
77285,249
77285,252
77285,255
77285,264
77285,276
77285,294
77285,295
77285,298
34268,4
34268,5
34268,30
34268,32
34268,59
34268,62
34268,64
34268,67
34268,74
34268,81
34268,84
34268,87
34268,97
34268,111
34268,120
34268,126
34268,128
34268,137
34268,144
34268,146
34268,154
34268,166
34268,180
34268,182
34268,188
34268,196
34268,219
34268,229
34268,241
34268,249
34268,252
34268,255
34268,264
34268,276
34268,294
34268,295
34268,298
12777,4
12777,5
12777,30
12777,32
12777,59
12777,62
12777,64
12777,67
12777,74
12777,81
12777,84
12777,87
12777,97
12777,111
12777,120
12777,126
12777,128
12777,137
12777,144
12777,146
12777,154
12777,166
12777,180
12777,182
12777,188
12777,196
12777,219
12777,229
12777,241
12777,249
12777,252
12777,255
12777,264
12777,276
12777,294
12777,295
12777,298
71503,4
71503,5
71503,30
71503,32
71503,59
71503,62
71503,64
71503,67
71503,74
71503,81
71503,84
71503,87
71503,97
71503,111
71503,120
71503,126
71503,128
71503,137
71503,144
71503,146
71503,154
71503,166
71503,180
71503,182
71503,188
71503,196
71503,219
71503,229
71503,241
71503,249
71503,252
71503,255
71503,264
71503,276
71503,294
71503,295
71503,298
91213,4
91213,5
91213,30
91213,32
91213,59
91213,62
91213,64
91213,67
91213,74
91213,81
91213,84
91213,87
91213,97
91213,111
91213,120
91213,126
91213,128
91213,137
91213,144
91213,146
91213,154
91213,166
91213,180
91213,182
91213,188
91213,196
91213,219
91213,229
91213,241
91213,249
91213,252
91213,255
91213,264
91213,276
91213,294
91213,295
91213,298
95834,4
95834,5
95834,30
95834,32
95834,59
95834,62
95834,64
95834,67
95834,74
95834,81
95834,84
95834,87
95834,97
95834,111
95834,120
95834,126
95834,128
95834,137
95834,144
95834,146
95834,154
95834,166
95834,180
95834,182
95834,188
95834,196
95834,219
95834,229
95834,241
95834,249
95834,252
95834,255
95834,264
95834,276
95834,294
95834,295
95834,298
13469,4
13469,5
13469,30
13469,32
13469,59
13469,62
13469,64
13469,67
13469,74
13469,81
13469,84
13469,87
13469,97
13469,111
13469,120
13469,126
13469,128
13469,137
13469,144
13469,146
13469,154
13469,166
13469,180
13469,182
13469,188
13469,196
13469,219
13469,229
13469,241
13469,249
13469,252
13469,255
13469,264
13469,276
13469,294
13469,295
13469,298
91302,4
91302,5
91302,30
91302,32
91302,59
91302,62
91302,64
91302,67
91302,74
91302,81
91302,84
91302,87
91302,97
91302,111
91302,120
91302,126
91302,128
91302,137
91302,144
91302,146
91302,154
91302,166
91302,180
91302,182
91302,188
91302,196
91302,219
91302,229
91302,241
91302,249
91302,252
91302,255
91302,264
91302,276
91302,294
91302,295
91302,298
12442,4
12442,5
12442,30
12442,32
12442,59
12442,62
12442,64
12442,67
12442,74
12442,81
12442,84
12442,87
12442,97
12442,111
12442,120
12442,126
12442,128
12442,137
12442,144
12442,146
12442,154
12442,166
12442,180
12442,182
12442,188
12442,196
12442,219
12442,229
12442,241
12442,249
12442,252
12442,255
12442,264
12442,276
12442,294
12442,295
12442,298
95683,4
95683,5
95683,30
95683,32
95683,59
95683,62
95683,64
95683,67
95683,74
95683,81
95683,84
95683,87
95683,97
95683,111
95683,120
95683,126
95683,128
95683,137
95683,144
95683,146
95683,154
95683,166
95683,180
95683,182
95683,188
95683,196
95683,219
95683,229
95683,241
95683,249
95683,252
95683,255
95683,264
95683,276
95683,294
95683,295
95683,298
92869,4
92869,5
92869,30
92869,32
92869,59
92869,62
92869,64
92869,67
92869,74
92869,81
92869,84
92869,87
92869,97
92869,111
92869,120
92869,126
92869,128
92869,137
92869,144
92869,146
92869,154
92869,166
92869,180
92869,182
92869,188
92869,196
92869,219
92869,229
92869,241
92869,249
92869,252
92869,255
92869,264
92869,276
92869,294
92869,295
92869,298
46485,4
46485,5
46485,30
46485,32
46485,59
46485,62
46485,64
46485,67
46485,74
46485,81
46485,84
46485,87
46485,97
46485,111
46485,120
46485,126
46485,128
46485,137
46485,144
46485,146
46485,154
46485,166
46485,180
46485,182
46485,188
46485,196
46485,219
46485,229
46485,241
46485,249
46485,252
46485,255
46485,264
46485,276
46485,294
46485,295
46485,298
98864,4
98864,5
98864,30
98864,32
98864,59
98864,62
98864,64
98864,67
98864,74
98864,81
98864,84
98864,87
98864,97
98864,111
98864,120
98864,126
98864,128
98864,137
98864,144
98864,146
98864,154
98864,166
98864,180
98864,182
98864,188
98864,196
98864,219
98864,229
98864,241
98864,249
98864,252
98864,255
98864,264
98864,276
98864,294
98864,295
98864,298
14190,4
14190,5
14190,30
14190,32
14190,59
14190,62
14190,64
14190,67
14190,74
14190,81
14190,84
14190,87
14190,97
14190,111
14190,120
14190,126
14190,128
14190,137
14190,144
14190,146
14190,154
14190,166
14190,180
14190,182
14190,188
14190,196
14190,219
14190,229
14190,241
14190,249
14190,252
14190,255
14190,264
14190,276
14190,294
14190,295
14190,298
65521,4
65521,5
65521,30
65521,32
65521,59
65521,62
65521,64
65521,67
65521,74
65521,81
65521,84
65521,87
65521,97
65521,111
65521,120
65521,126
65521,128
65521,137
65521,144
65521,146
65521,154
65521,166
65521,180
65521,182
65521,188
65521,196
65521,219
65521,229
65521,241
65521,249
65521,252
65521,255
65521,264
65521,276
65521,294
65521,295
65521,298
13883,4
13883,5
13883,30
13883,32
13883,59
13883,62
13883,64
13883,67
13883,74
13883,81
13883,84
13883,87
13883,97
13883,111
13883,120
13883,126
13883,128
13883,137
13883,144
13883,146
13883,154
13883,166
13883,180
13883,182
13883,188
13883,196
13883,219
13883,229
13883,241
13883,249
13883,252
13883,255
13883,264
13883,276
13883,294
13883,295
13883,298
40343,4
40343,5
40343,30
40343,32
40343,59
40343,62
40343,64
40343,67
40343,74
40343,81
40343,84
40343,87
40343,97
40343,111
40343,120
40343,126
40343,128
40343,137
40343,144
40343,146
40343,154
40343,166
40343,180
40343,182
40343,188
40343,196
40343,219
40343,229
40343,241
40343,249
40343,252
40343,255
40343,264
40343,276
40343,294
40343,295
40343,298
90705,4
90705,5
90705,30
90705,32
90705,59
90705,62
90705,64
90705,67
90705,74
90705,81
90705,84
90705,87
90705,97
90705,111
90705,120
90705,126
90705,128
90705,137
90705,144
90705,146
90705,154
90705,166
90705,180
90705,182
90705,188
90705,196
90705,219
90705,229
90705,241
90705,249
90705,252
90705,255
90705,264
90705,276
90705,294
90705,295
90705,298
17955,4
17955,5
17955,30
17955,32
17955,59
17955,62
17955,64
17955,67
17955,74
17955,81
17955,84
17955,87
17955,97
17955,111
17955,120
17955,126
17955,128
17955,137
17955,144
17955,146
17955,154
17955,166
17955,180
17955,182
17955,188
17955,196
17955,219
17955,229
17955,241
17955,249
17955,252
17955,255
17955,264
17955,276
17955,294
17955,295
17955,298
85176,4
85176,5
85176,30
85176,32
85176,59
85176,62
85176,64
85176,67
85176,74
85176,81
85176,84
85176,87
85176,97
85176,111
85176,120
85176,126
85176,128
85176,137
85176,144
85176,146
85176,154
85176,166
85176,180
85176,182
85176,188
85176,196
85176,219
85176,229
85176,241
85176,249
85176,252
85176,255
85176,264
85176,276
85176,294
85176,295
85176,298
14959,4
14959,5
14959,30
14959,32
14959,59
14959,62
14959,64
14959,67
14959,74
14959,81
14959,84
14959,87
14959,97
14959,111
14959,120
14959,126
14959,128
14959,137
14959,144
14959,146
14959,154
14959,166
14959,180
14959,182
14959,188
14959,196
14959,219
14959,229
14959,241
14959,249
14959,252
14959,255
14959,264
14959,276
14959,294
14959,295
14959,298
94533,4
94533,5
94533,30
94533,32
94533,59
94533,62
94533,64
94533,67
94533,74
94533,81
94533,84
94533,87
94533,97
94533,111
94533,120
94533,126
94533,128
94533,137
94533,144
94533,146
94533,154
94533,166
94533,180
94533,182
94533,188
94533,196
94533,219
94533,229
94533,241
94533,249
94533,252
94533,255
94533,264
94533,276
94533,294
94533,295
94533,298
58092,4
58092,5
58092,30
58092,32
58092,59
58092,62
58092,64
58092,67
58092,74
58092,81
58092,84
58092,87
58092,97
58092,111
58092,120
58092,126
58092,128
58092,137
58092,144
58092,146
58092,154
58092,166
58092,180
58092,182
58092,188
58092,196
58092,219
58092,229
58092,241
58092,249
58092,252
58092,255
58092,264
58092,276
58092,294
58092,295
58092,298
28635,4
28635,5
28635,30
28635,32
28635,59
28635,62
28635,64
28635,67
28635,74
28635,81
28635,84
28635,87
28635,97
28635,111
28635,120
28635,126
28635,128
28635,137
28635,144
28635,146
28635,154
28635,166
28635,180
28635,182
28635,188
28635,196
28635,219
28635,229
28635,241
28635,249
28635,252
28635,255
28635,264
28635,276
28635,294
28635,295
28635,298
72723,4
72723,5
72723,30
72723,32
72723,59
72723,62
72723,64
72723,67
72723,74
72723,81
72723,84
72723,87
72723,97
72723,111
72723,120
72723,126
72723,128
72723,137
72723,144
72723,146
72723,154
72723,166
72723,180
72723,182
72723,188
72723,196
72723,219
72723,229
72723,241
72723,249
72723,252
72723,255
72723,264
72723,276
72723,294
72723,295
72723,298
41135,4
41135,5
41135,30
41135,32
41135,59
41135,62
41135,64
41135,67
41135,74
41135,81
41135,84
41135,87
41135,97
41135,111
41135,120
41135,126
41135,128
41135,137
41135,144
41135,146
41135,154
41135,166
41135,180
41135,182
41135,188
41135,196
41135,219
41135,229
41135,241
41135,249
41135,252
41135,255
41135,264
41135,276
41135,294
41135,295
41135,298
91408,4
91408,5
91408,30
91408,32
91408,59
91408,62
91408,64
91408,67
91408,74
91408,81
91408,84
91408,87
91408,97
91408,111
91408,120
91408,126
91408,128
91408,137
91408,144
91408,146
91408,154
91408,166
91408,180
91408,182
91408,188
91408,196
91408,219
91408,229
91408,241
91408,249
91408,252
91408,255
91408,264
91408,276
91408,294
91408,295
91408,298
44849,4
44849,5
44849,30
44849,32
44849,59
44849,62
44849,64
44849,67
44849,74
44849,81
44849,84
44849,87
44849,97
44849,111
44849,120
44849,126
44849,128
44849,137
44849,144
44849,146
44849,154
44849,166
44849,180
44849,182
44849,188
44849,196
44849,219
44849,229
44849,241
44849,249
44849,252
44849,255
44849,264
44849,276
44849,294
44849,295
44849,298
26911,4
26911,5
26911,30
26911,32
26911,59
26911,62
26911,64
26911,67
26911,74
26911,81
26911,84
26911,87
26911,97
26911,111
26911,120
26911,126
26911,128
26911,137
26911,144
26911,146
26911,154
26911,166
26911,180
26911,182
26911,188
26911,196
26911,219
26911,229
26911,241
26911,249
26911,252
26911,255
26911,264
26911,276
26911,294
26911,295
26911,298
34353,4
34353,5
34353,30
34353,32
34353,59
34353,62
34353,64
34353,67
34353,74
34353,81
34353,84
34353,87
34353,97
34353,111
34353,120
34353,126
34353,128
34353,137
34353,144
34353,146
34353,154
34353,166
34353,180
34353,182
34353,188
34353,196
34353,219
34353,229
34353,241
34353,249
34353,252
34353,255
34353,264
34353,276
34353,294
34353,295
34353,298
76299,4
76299,5
76299,30
76299,32
76299,59
76299,62
76299,64
76299,67
76299,74
76299,81
76299,84
76299,87
76299,97
76299,111
76299,120
76299,126
76299,128
76299,137
76299,144
76299,146
76299,154
76299,166
76299,180
76299,182
76299,188
76299,196
76299,219
76299,229
76299,241
76299,249
76299,252
76299,255
76299,264
76299,276
76299,294
76299,295
76299,298
19858,4
19858,5
19858,30
19858,32
19858,59
19858,62
19858,64
19858,67
19858,74
19858,81
19858,84
19858,87
19858,97
19858,111
19858,120
19858,126
19858,128
19858,137
19858,144
19858,146
19858,154
19858,166
19858,180
19858,182
19858,188
19858,196
19858,219
19858,229
19858,241
19858,249
19858,252
19858,255
19858,264
19858,276
19858,294
19858,295
19858,298
45484,4
45484,5
45484,30
45484,32
45484,59
45484,62
45484,64
45484,67
45484,74
45484,81
45484,84
45484,87
45484,97
45484,111
45484,120
45484,126
45484,128
45484,137
45484,144
45484,146
45484,154
45484,166
45484,180
45484,182
45484,188
45484,196
45484,219
45484,229
45484,241
45484,249
45484,252
45484,255
45484,264
45484,276
45484,294
45484,295
45484,298
83491,4
83491,5
83491,30
83491,32
83491,59
83491,62
83491,64
83491,67
83491,74
83491,81
83491,84
83491,87
83491,97
83491,111
83491,120
83491,126
83491,128
83491,137
83491,144
83491,146
83491,154
83491,166
83491,180
83491,182
83491,188
83491,196
83491,219
83491,229
83491,241
83491,249
83491,252
83491,255
83491,264
83491,276
83491,294
83491,295
83491,298
76468,4
76468,5
76468,30
76468,32
76468,59
76468,62
76468,64
76468,67
76468,74
76468,81
76468,84
76468,87
76468,97
76468,111
76468,120
76468,126
76468,128
76468,137
76468,144
76468,146
76468,154
76468,166
76468,180
76468,182
76468,188
76468,196
76468,219
76468,229
76468,241
76468,249
76468,252
76468,255
76468,264
76468,276
76468,294
76468,295
76468,298
99307,4
99307,5
99307,30
99307,32
99307,59
99307,62
99307,64
99307,67
99307,74
99307,81
99307,84
99307,87
99307,97
99307,111
99307,120
99307,126
99307,128
99307,137
99307,144
99307,146
99307,154
99307,166
99307,180
99307,182
99307,188
99307,196
99307,219
99307,229
99307,241
99307,249
99307,252
99307,255
99307,264
99307,276
99307,294
99307,295
99307,298
37597,4
37597,5
37597,30
37597,32
37597,59
37597,62
37597,64
37597,67
37597,74
37597,81
37597,84
37597,87
37597,97
37597,111
37597,120
37597,126
37597,128
37597,137
37597,144
37597,146
37597,154
37597,166
37597,180
37597,182
37597,188
37597,196
37597,219
37597,229
37597,241
37597,249
37597,252
37597,255
37597,264
37597,276
37597,294
37597,295
37597,298
77300,4
77300,5
77300,30
77300,32
77300,59
77300,62
77300,64
77300,67
77300,74
77300,81
77300,84
77300,87
77300,97
77300,111
77300,120
77300,126
77300,128
77300,137
77300,144
77300,146
77300,154
77300,166
77300,180
77300,182
77300,188
77300,196
77300,219
77300,229
77300,241
77300,249
77300,252
77300,255
77300,264
77300,276
77300,294
77300,295
77300,298
25582,4
25582,5
25582,30
25582,32
25582,59
25582,62
25582,64
25582,67
25582,74
25582,81
25582,84
25582,87
25582,97
25582,111
25582,120
25582,126
25582,128
25582,137
25582,144
25582,146
25582,154
25582,166
25582,180
25582,182
25582,188
25582,196
25582,219
25582,229
25582,241
25582,249
25582,252
25582,255
25582,264
25582,276
25582,294
25582,295
25582,298
53164,4
53164,5
53164,30
53164,32
53164,59
53164,62
53164,64
53164,67
53164,74
53164,81
53164,84
53164,87
53164,97
53164,111
53164,120
53164,126
53164,128
53164,137
53164,144
53164,146
53164,154
53164,166
53164,180
53164,182
53164,188
53164,196
53164,219
53164,229
53164,241
53164,249
53164,252
53164,255
53164,264
53164,276
53164,294
53164,295
53164,298
47791,4
47791,5
47791,30
47791,32
47791,59
47791,62
47791,64
47791,67
47791,74
47791,81
47791,84
47791,87
47791,97
47791,111
47791,120
47791,126
47791,128
47791,137
47791,144
47791,146
47791,154
47791,166
47791,180
47791,182
47791,188
47791,196
47791,219
47791,229
47791,241
47791,249
47791,252
47791,255
47791,264
47791,276
47791,294
47791,295
47791,298
13916,4
13916,5
13916,30
13916,32
13916,59
13916,62
13916,64
13916,67
13916,74
13916,81
13916,84
13916,87
13916,97
13916,111
13916,120
13916,126
13916,128
13916,137
13916,144
13916,146
13916,154
13916,166
13916,180
13916,182
13916,188
13916,196
13916,219
13916,229
13916,241
13916,249
13916,252
13916,255
13916,264
13916,276
13916,294
13916,295
13916,298
37386,4
37386,5
37386,30
37386,32
37386,59
37386,62
37386,64
37386,67
37386,74
37386,81
37386,84
37386,87
37386,97
37386,111
37386,120
37386,126
37386,128
37386,137
37386,144
37386,146
37386,154
37386,166
37386,180
37386,182
37386,188
37386,196
37386,219
37386,229
37386,241
37386,249
37386,252
37386,255
37386,264
37386,276
37386,294
37386,295
37386,298
90996,4
90996,5
90996,30
90996,32
90996,59
90996,62
90996,64
90996,67
90996,74
90996,81
90996,84
90996,87
90996,97
90996,111
90996,120
90996,126
90996,128
90996,137
90996,144
90996,146
90996,154
90996,166
90996,180
90996,182
90996,188
90996,196
90996,219
90996,229
90996,241
90996,249
90996,252
90996,255
90996,264
90996,276
90996,294
90996,295
90996,298
10713,4
10713,5
10713,30
10713,32
10713,59
10713,62
10713,64
10713,67
10713,74
10713,81
10713,84
10713,87
10713,97
10713,111
10713,120
10713,126
10713,128
10713,137
10713,144
10713,146
10713,154
10713,166
10713,180
10713,182
10713,188
10713,196
10713,219
10713,229
10713,241
10713,249
10713,252
10713,255
10713,264
10713,276
10713,294
10713,295
10713,298
73329,4
73329,5
73329,30
73329,32
73329,59
73329,62
73329,64
73329,67
73329,74
73329,81
73329,84
73329,87
73329,97
73329,111
73329,120
73329,126
73329,128
73329,137
73329,144
73329,146
73329,154
73329,166
73329,180
73329,182
73329,188
73329,196
73329,219
73329,229
73329,241
73329,249
73329,252
73329,255
73329,264
73329,276
73329,294
73329,295
73329,298
56865,4
56865,5
56865,30
56865,32
56865,59
56865,62
56865,64
56865,67
56865,74
56865,81
56865,84
56865,87
56865,97
56865,111
56865,120
56865,126
56865,128
56865,137
56865,144
56865,146
56865,154
56865,166
56865,180
56865,182
56865,188
56865,196
56865,219
56865,229
56865,241
56865,249
56865,252
56865,255
56865,264
56865,276
56865,294
56865,295
56865,298
39709,4
39709,5
39709,30
39709,32
39709,59
39709,62
39709,64
39709,67
39709,74
39709,81
39709,84
39709,87
39709,97
39709,111
39709,120
39709,126
39709,128
39709,137
39709,144
39709,146
39709,154
39709,166
39709,180
39709,182
39709,188
39709,196
39709,219
39709,229
39709,241
39709,249
39709,252
39709,255
39709,264
39709,276
39709,294
39709,295
39709,298
69023,4
69023,5
69023,30
69023,32
69023,59
69023,62
69023,64
69023,67
69023,74
69023,81
69023,84
69023,87
69023,97
69023,111
69023,120
69023,126
69023,128
69023,137
69023,144
69023,146
69023,154
69023,166
69023,180
69023,182
69023,188
69023,196
69023,219
69023,229
69023,241
69023,249
69023,252
69023,255
69023,264
69023,276
69023,294
69023,295
69023,298
78111,4
78111,5
78111,30
78111,32
78111,59
78111,62
78111,64
78111,67
78111,74
78111,81
78111,84
78111,87
78111,97
78111,111
78111,120
78111,126
78111,128
78111,137
78111,144
78111,146
78111,154
78111,166
78111,180
78111,182
78111,188
78111,196
78111,219
78111,229
78111,241
78111,249
78111,252
78111,255
78111,264
78111,276
78111,294
78111,295
78111,298
63863,4
63863,5
63863,30
63863,32
63863,59
63863,62
63863,64
63863,67
63863,74
63863,81
63863,84
63863,87
63863,97
63863,111
63863,120
63863,126
63863,128
63863,137
63863,144
63863,146
63863,154
63863,166
63863,180
63863,182
63863,188
63863,196
63863,219
63863,229
63863,241
63863,249
63863,252
63863,255
63863,264
63863,276
63863,294
63863,295
63863,298
64575,4
64575,5
64575,30
64575,32
64575,59
64575,62
64575,64
64575,67
64575,74
64575,81
64575,84
64575,87
64575,97
64575,111
64575,120
64575,126
64575,128
64575,137
64575,144
64575,146
64575,154
64575,166
64575,180
64575,182
64575,188
64575,196
64575,219
64575,229
64575,241
64575,249
64575,252
64575,255
64575,264
64575,276
64575,294
64575,295
64575,298
62596,4
62596,5
62596,30
62596,32
62596,59
62596,62
62596,64
62596,67
62596,74
62596,81
62596,84
62596,87
62596,97
62596,111
62596,120
62596,126
62596,128
62596,137
62596,144
62596,146
62596,154
62596,166
62596,180
62596,182
62596,188
62596,196
62596,219
62596,229
62596,241
62596,249
62596,252
62596,255
62596,264
62596,276
62596,294
62596,295
62596,298
42476,4
42476,5
42476,30
42476,32
42476,59
42476,62
42476,64
42476,67
42476,74
42476,81
42476,84
42476,87
42476,97
42476,111
42476,120
42476,126
42476,128
42476,137
42476,144
42476,146
42476,154
42476,166
42476,180
42476,182
42476,188
42476,196
42476,219
42476,229
42476,241
42476,249
42476,252
42476,255
42476,264
42476,276
42476,294
42476,295
42476,298
94780,4
94780,5
94780,30
94780,32
94780,59
94780,62
94780,64
94780,67
94780,74
94780,81
94780,84
94780,87
94780,97
94780,111
94780,120
94780,126
94780,128
94780,137
94780,144
94780,146
94780,154
94780,166
94780,180
94780,182
94780,188
94780,196
94780,219
94780,229
94780,241
94780,249
94780,252
94780,255
94780,264
94780,276
94780,294
94780,295
94780,298
75388,4
75388,5
75388,30
75388,32
75388,59
75388,62
75388,64
75388,67
75388,74
75388,81
75388,84
75388,87
75388,97
75388,111
75388,120
75388,126
75388,128
75388,137
75388,144
