condition_id;user_id;phase;interaction;rank;product_id;product_name;nutri_score;nutri_score_numeric;mean_nutri_top5
1;5f3fbbb2edd4d20456a952a4;after;1;1;589;Creamy smoked turkey bowl with cabbage;E;1;2.2
1;5f3fbbb2edd4d20456a952a4;after;1;2;354;Chicken and bell peppers sweet potatoes mix;C;3;2.2
1;5f3fbbb2edd4d20456a952a4;after;1;3;337;Chicken and broccoli loaded fries mix;C;3;2.2
1;5f3fbbb2edd4d20456a952a4;after;1;4;552;Creamy chicken with butter rice & vegetables;E;1;2.2
1;5f3fbbb2edd4d20456a952a4;after;1;5;307;Creamy Fried chicken over buttery mashed potatoes;C;3;2.2
1;5f3fbbb2edd4d20456a952a4;before;1;1;589;Creamy smoked turkey bowl with cabbage;E;1;2.2
1;5f3fbbb2edd4d20456a952a4;before;1;2;354;Chicken and bell peppers sweet potatoes mix;C;3;2.2
1;5f3fbbb2edd4d20456a952a4;before;1;3;337;Chicken and broccoli loaded fries mix;C;3;2.2
1;5f3fbbb2edd4d20456a952a4;before;1;4;552;Creamy chicken with butter rice & vegetables;E;1;2.2
1;5f3fbbb2edd4d20456a952a4;before;1;5;307;Creamy Fried chicken over buttery mashed potatoes;C;3;2.2
1;5f3fbbb2edd4d20456a952a4;before;2;1;580;Buttery duck bowl with vegetables;E;1;1.4
1;5f3fbbb2edd4d20456a952a4;before;2;2;540;Duck in spicy mayo over fried rice;E;1;1.4
1;5f3fbbb2edd4d20456a952a4;before;2;3;585;Chicken bowl with fried rice, tomatoes, asparagus & fried peppers;E;1;1.4
1;5f3fbbb2edd4d20456a952a4;before;2;4;569;Smoked turkey in cheese sauce over garlic butter noodles;E;1;1.4
1;5f3fbbb2edd4d20456a952a4;before;2;5;300;Sesame Smoked turkey over bulgur;C;3;1.4
1;5f3fbbb2edd4d20456a952a4;before;3;1;546;Tangy Fried chicken with spinach & cheesy potatoes;E;1;1.8
1;5f3fbbb2edd4d20456a952a4;before;3;2;341;Buttery Turkey with bell peppers & bulgur;C;3;1.8
1;5f3fbbb2edd4d20456a952a4;before;3;3;555;Turkey and buttered corn buttery mashed potatoes mix;E;1;1.8
1;5f3fbbb2edd4d20456a952a4;before;3;4;303;Duck with potatoes and zucchini;C;3;1.8
1;5f3fbbb2edd4d20456a952a4;before;3;5;496;Shrimp tempura cheesy potatoes plate ;E;1;1.8
1;5f5de7ba9a3ef664001fe837;after;1;1;578;Shrimp tempura over butter rice;E;1;1.2
1;5f5de7ba9a3ef664001fe837;after;1;2;563;Shrimp tempura with fried rice and squash;E;1;1.2
1;5f5de7ba9a3ef664001fe837;after;1;3;597;Shrimp in ranch sauce over loaded fries;E;1;1.2
1;5f5de7ba9a3ef664001fe837;after;1;4;564;Shrimp tempura and fried peppers butter rice mix;E;1;1.2
1;5f5de7ba9a3ef664001fe837;after;1;5;459;Shrimp loaded fries plate;D;2;1.2
1;5f5de7ba9a3ef664001fe837;before;1;1;578;Shrimp tempura over butter rice;E;1;1.2
1;5f5de7ba9a3ef664001fe837;before;1;2;563;Shrimp tempura with fried rice and squash;E;1;1.2
1;5f5de7ba9a3ef664001fe837;before;1;3;597;Shrimp in ranch sauce over loaded fries;E;1;1.2
1;5f5de7ba9a3ef664001fe837;before;1;4;564;Shrimp tempura and fried peppers butter rice mix;E;1;1.2
1;5f5de7ba9a3ef664001fe837;before;1;5;459;Shrimp loaded fries plate;D;2;1.2
1;5f5de7ba9a3ef664001fe837;before;2;1;520;Creamy calamari with pasta & vegetables;E;1;1.2
1;5f5de7ba9a3ef664001fe837;before;2;2;510;Shrimp and zucchini cheesy potatoes mix;E;1;1.2
1;5f5de7ba9a3ef664001fe837;before;2;3;399;Grilled Shrimp tempura with eggplant & cheesy potatoes;D;2;1.2
1;5f5de7ba9a3ef664001fe837;before;2;4;518;Grilled Shrimp bowl with mushrooms;E;1;1.2
1;5f5de7ba9a3ef664001fe837;before;2;5;582;Shrimp and asparagus cheesy potatoes mix;E;1;1.2
1;5f5de7ba9a3ef664001fe837;before;3;1;545;Buttery Calamari over fried rice;E;1;1.8
1;5f5de7ba9a3ef664001fe837;before;3;2;496;Shrimp tempura cheesy potatoes plate ;E;1;1.8
1;5f5de7ba9a3ef664001fe837;before;3;3;439;Shrimp tempura & butter rice mix;D;2;1.8
1;5f5de7ba9a3ef664001fe837;before;3;4;262;Calamari with potatoes, carrots & broccoli;C;3;1.8
1;5f5de7ba9a3ef664001fe837;before;3;5;388;Calamari in cream sauce over creamy pasta;D;2;1.8
1;5fd93a1e8950531f9a92074d;after;1;1;492;Tangy Mackerel bowl with asparagus;E;1;1.6
1;5fd93a1e8950531f9a92074d;after;1;2;465;Seared tuna over buttery mashed potatoes;D;2;1.6
1;5fd93a1e8950531f9a92074d;after;1;3;573;Crispy Trout bowl with squash;E;1;1.6
1;5fd93a1e8950531f9a92074d;after;1;4;261;Zesty Salmon over quinoa;C;3;1.6
1;5fd93a1e8950531f9a92074d;after;1;5;577;Trout and caramelized onions butter rice mix;E;1;1.6
1;5fd93a1e8950531f9a92074d;before;1;1;492;Tangy Mackerel bowl with asparagus;E;1;1.6
1;5fd93a1e8950531f9a92074d;before;1;2;465;Seared tuna over buttery mashed potatoes;D;2;1.6
1;5fd93a1e8950531f9a92074d;before;1;3;573;Crispy Trout bowl with squash;E;1;1.6
1;5fd93a1e8950531f9a92074d;before;1;4;261;Zesty Salmon over quinoa;C;3;1.6
1;5fd93a1e8950531f9a92074d;before;1;5;577;Trout and caramelized onions butter rice mix;E;1;1.6
1;5fd93a1e8950531f9a92074d;before;2;1;551;Crispy Mackerel over cheesy potatoes;E;1;1.0
1;5fd93a1e8950531f9a92074d;before;2;2;562;Herb Tuna bowl with bell peppers;E;1;1.0
1;5fd93a1e8950531f9a92074d;before;2;3;531;Trout fillet over creamy cheesy potatoes & roasted veggies;E;1;1.0
1;5fd93a1e8950531f9a92074d;before;2;4;559;Mediterranean Mackerel with cabbage & creamy pasta;E;1;1.0
1;5fd93a1e8950531f9a92074d;before;2;5;523;Whitefish bowl with cheesy potatoes & vegetables;E;1;1.0
1;5fd93a1e8950531f9a92074d;before;3;1;581;Fried fish in ranch sauce over loaded fries;E;1;2.0
1;5fd93a1e8950531f9a92074d;before;3;2;265;Anchovies with butter rice and roasted garlic;C;3;2.0
1;5fd93a1e8950531f9a92074d;before;3;3;425;Cod with fried rice, roasted garlic & creamed spinach;D;2;2.0
1;5fd93a1e8950531f9a92074d;before;3;4;526;Trout in cream sauce over cheesy potatoes;E;1;2.0
1;5fd93a1e8950531f9a92074d;before;3;5;268;Mackerel with brown rice, roasted garlic & squash;C;3;2.0
1;5ff454f2f0b5ed607169fba6;after;1;1;547;Creamy whitefish pasta with vegetables;E;1;2.6
1;5ff454f2f0b5ed607169fba6;after;1;2;324;Cheesy trout with quinoa, asparagus & broccoli;C;3;2.6
1;5ff454f2f0b5ed607169fba6;after;1;3;287;Seared tuna with butter rice and cabbage;C;3;2.6
1;5ff454f2f0b5ed607169fba6;after;1;4;577;Trout and caramelized onions butter rice mix;E;1;2.6
1;5ff454f2f0b5ed607169fba6;after;1;5;97;Seared tuna over couscous;A;5;2.6
1;5ff454f2f0b5ed607169fba6;before;1;1;547;Creamy whitefish pasta with vegetables;E;1;2.6
1;5ff454f2f0b5ed607169fba6;before;1;2;287;Seared tuna with butter rice and cabbage;C;3;2.6
1;5ff454f2f0b5ed607169fba6;before;1;3;324;Cheesy trout with quinoa, asparagus & broccoli;C;3;2.6
1;5ff454f2f0b5ed607169fba6;before;1;4;577;Trout and caramelized onions butter rice mix;E;1;2.6
1;5ff454f2f0b5ed607169fba6;before;1;5;97;Seared tuna over couscous;A;5;2.6
1;5ff454f2f0b5ed607169fba6;before;2;1;566;Hake in cheese sauce over mac and cheese;E;1;2.6
1;5ff454f2f0b5ed607169fba6;before;2;2;281;Mediterranean Mackerel over cheesy potatoes;C;3;2.6
1;5ff454f2f0b5ed607169fba6;before;2;3;282;Grilled Salmon over garlic butter noodles;C;3;2.6
1;5ff454f2f0b5ed607169fba6;before;2;4;550;Tuna and mushrooms butter rice mix;E;1;2.6
1;5ff454f2f0b5ed607169fba6;before;2;5;35;Mediterranean Seared tuna bowl with squash;A;5;2.6
1;5ff454f2f0b5ed607169fba6;before;3;1;526;Trout in cream sauce over cheesy potatoes;E;1;2.6
1;5ff454f2f0b5ed607169fba6;before;3;2;262;Calamari with potatoes, carrots & broccoli;C;3;2.6
1;5ff454f2f0b5ed607169fba6;before;3;3;268;Mackerel with brown rice, roasted garlic & squash;C;3;2.6
1;5ff454f2f0b5ed607169fba6;before;3;4;327;Trout couscous plate with spinach;C;3;2.6
1;5ff454f2f0b5ed607169fba6;before;3;5;355;Sesame Fried fish bowl with kale;C;3;2.6
1;60a6e4db0fb2c1d91fc00724;after;1;1;485;Bbq ribs with cheesy potatoes ;E;1;1.8
1;60a6e4db0fb2c1d91fc00724;after;1;2;264;Beef with fried rice and cauliflower;C;3;1.8
1;60a6e4db0fb2c1d91fc00724;after;1;3;436;Buttery Pork over mac and cheese;D;2;1.8
1;60a6e4db0fb2c1d91fc00724;after;1;4;494;Meatballs in cream sauce over garlic butter noodles;E;1;1.8
1;60a6e4db0fb2c1d91fc00724;after;1;5;382;Pork belly in bbq sauce over cheesy potatoes;D;2;1.8
1;60a6e4db0fb2c1d91fc00724;before;1;1;485;Bbq ribs with cheesy potatoes ;E;1;1.8
1;60a6e4db0fb2c1d91fc00724;before;1;2;264;Beef with fried rice and cauliflower;C;3;1.8
1;60a6e4db0fb2c1d91fc00724;before;1;3;436;Buttery Pork over mac and cheese;D;2;1.8
1;60a6e4db0fb2c1d91fc00724;before;1;4;494;Meatballs in cream sauce over garlic butter noodles;E;1;1.8
1;60a6e4db0fb2c1d91fc00724;before;1;5;382;Pork belly in bbq sauce over cheesy potatoes;D;2;1.8
1;60a6e4db0fb2c1d91fc00724;before;2;1;541;Beef and buttered corn butter rice mix;E;1;1.6
1;60a6e4db0fb2c1d91fc00724;before;2;2;476;Beef garlic butter noodles plate with fried onions;D;2;1.6
1;60a6e4db0fb2c1d91fc00724;before;2;3;461;Pork garlic butter noodles plate with zucchini;D;2;1.6
1;60a6e4db0fb2c1d91fc00724;before;2;4;491;Meatballs and loaded fries mix;E;1;1.6
1;60a6e4db0fb2c1d91fc00724;before;2;5;450;Veal with butter rice, spinach & fried eggplant;D;2;1.6
1;60a6e4db0fb2c1d91fc00724;before;3;1;507;Roasted ham in bbq sauce over loaded fries;E;1;2.0
1;60a6e4db0fb2c1d91fc00724;before;3;2;434;Herb Pork belly with creamed spinach & creamy pasta;D;2;2.0
1;60a6e4db0fb2c1d91fc00724;before;3;3;283;Sausage with cheesy potatoes, carrots, roasted garlic & beetroot;C;3;2.0
1;60a6e4db0fb2c1d91fc00724;before;3;4;446;Veal and spinach cheesy potatoes mix;D;2;2.0
1;60a6e4db0fb2c1d91fc00724;before;3;5;387;Roasted Veal bowl with caramelized onions;D;2;2.0
1;60a7525e98d472c4777d91af;after;1;1;386;Smoky Pork belly with buttered corn & creamy pasta;D;2;2.8
1;60a7525e98d472c4777d91af;after;1;2;232;Buttery Roasted ham over rice;B;4;2.8
1;60a7525e98d472c4777d91af;after;1;3;436;Buttery Pork over mac and cheese;D;2;2.8
1;60a7525e98d472c4777d91af;after;1;4;376;Tangy Sausage over creamy pasta;D;2;2.8
1;60a7525e98d472c4777d91af;after;1;5;213;Crispy pork with quinoa, green beans & mushrooms;B;4;2.8
1;60a7525e98d472c4777d91af;before;1;1;386;Smoky Pork belly with buttered corn & creamy pasta;D;2;2.8
1;60a7525e98d472c4777d91af;before;1;2;232;Buttery Roasted ham over rice;B;4;2.8
1;60a7525e98d472c4777d91af;before;1;3;436;Buttery Pork over mac and cheese;D;2;2.8
1;60a7525e98d472c4777d91af;before;1;4;376;Tangy Sausage over creamy pasta;D;2;2.8
1;60a7525e98d472c4777d91af;before;1;5;213;Crispy pork with quinoa, green beans & mushrooms;B;4;2.8
1;60a7525e98d472c4777d91af;before;2;1;450;Veal with butter rice, spinach & fried eggplant;D;2;2.4
1;60a7525e98d472c4777d91af;before;2;2;430;Sausage and asparagus fried rice mix;D;2;2.4
1;60a7525e98d472c4777d91af;before;2;3;461;Pork garlic butter noodles plate with zucchini;D;2;2.4
1;60a7525e98d472c4777d91af;before;2;4;476;Beef garlic butter noodles plate with fried onions;D;2;2.4
1;60a7525e98d472c4777d91af;before;2;5;171;Roasted Veal with celery & sweet potatoes;B;4;2.4
1;60a7525e98d472c4777d91af;before;3;1;131;Crispy Pork with green beans & brown rice;B;4;2.4
1;60a7525e98d472c4777d91af;before;3;2;387;Roasted Veal bowl with caramelized onions;D;2;2.4
1;60a7525e98d472c4777d91af;before;3;3;414;Smoky Roasted ham over fried rice;D;2;2.4
1;60a7525e98d472c4777d91af;before;3;4;413;Veal with mac and cheese and tomatoes;D;2;2.4
1;60a7525e98d472c4777d91af;before;3;5;477;Creamy Lamb bowl with caramelized onions;D;2;2.4
1;60ce6af707bcd42cbc885210;after;1;1;264;Beef with fried rice and cauliflower;C;3;3.0
1;60ce6af707bcd42cbc885210;after;1;2;273;Steak strips with bulgur, tomatoes & sweet corn;C;3;3.0
1;60ce6af707bcd42cbc885210;after;1;3;351;Beef in ginger soy glaze over cheesy potatoes;C;3;3.0
1;60ce6af707bcd42cbc885210;after;1;4;307;Creamy Fried chicken over buttery mashed potatoes;C;3;3.0
1;60ce6af707bcd42cbc885210;after;1;5;260;Lamb bowl with rice & kale;C;3;3.0
1;60ce6af707bcd42cbc885210;before;1;1;264;Beef with fried rice and cauliflower;C;3;3.0
1;60ce6af707bcd42cbc885210;before;1;2;273;Steak strips with bulgur, tomatoes & sweet corn;C;3;3.0
1;60ce6af707bcd42cbc885210;before;1;3;351;Beef in ginger soy glaze over cheesy potatoes;C;3;3.0
1;60ce6af707bcd42cbc885210;before;1;4;307;Creamy Fried chicken over buttery mashed potatoes;C;3;3.0
1;60ce6af707bcd42cbc885210;before;1;5;260;Lamb bowl with rice & kale;C;3;3.0
1;60ce6af707bcd42cbc885210;before;2;1;270;Lamb in pesto over polenta;C;3;3.0
1;60ce6af707bcd42cbc885210;before;2;2;343;Pork belly with wild rice, caramelized onions, peas & broccoli;C;3;3.0
1;60ce6af707bcd42cbc885210;before;2;3;332;Meatballs and eggplant polenta mix;C;3;3.0
1;60ce6af707bcd42cbc885210;before;2;4;331;Crispy lamb with gnocchi, celery & cauliflower;C;3;3.0
1;60ce6af707bcd42cbc885210;before;2;5;356;Herb Veal over polenta;C;3;3.0
1;60ce6af707bcd42cbc885210;before;3;1;328;Cheesy lamb with fried rice, beetroot, sweet corn & onions;C;3;2.6
1;60ce6af707bcd42cbc885210;before;3;2;283;Sausage with cheesy potatoes, carrots, roasted garlic & beetroot;C;3;2.6
1;60ce6af707bcd42cbc885210;before;3;3;503;Pork with mac and cheese, beetroot & fried eggplant;E;1;2.6
1;60ce6af707bcd42cbc885210;before;3;4;306;Roasted ham and cauliflower udon noodles mix;C;3;2.6
1;60ce6af707bcd42cbc885210;before;3;5;269;Creamy Steak strips with fried onions & garlic butter noodles;C;3;2.6
1;60fe888379a6bd46ef417f07;after;1;1;578;Shrimp tempura over butter rice;E;1;1.4
1;60fe888379a6bd46ef417f07;after;1;2;380;Grilled Shrimp tempura bowl with squash;D;2;1.4
1;60fe888379a6bd46ef417f07;after;1;3;564;Shrimp tempura and fried peppers butter rice mix;E;1;1.4
1;60fe888379a6bd46ef417f07;after;1;4;597;Shrimp in ranch sauce over loaded fries;E;1;1.4
1;60fe888379a6bd46ef417f07;after;1;5;459;Shrimp loaded fries plate;D;2;1.4
1;60fe888379a6bd46ef417f07;before;1;1;578;Shrimp tempura over butter rice;E;1;1.4
1;60fe888379a6bd46ef417f07;before;1;2;380;Grilled Shrimp tempura bowl with squash;D;2;1.4
1;60fe888379a6bd46ef417f07;before;1;3;564;Shrimp tempura and fried peppers butter rice mix;E;1;1.4
1;60fe888379a6bd46ef417f07;before;1;4;597;Shrimp in ranch sauce over loaded fries;E;1;1.4
1;60fe888379a6bd46ef417f07;before;1;5;459;Shrimp loaded fries plate;D;2;1.4
1;60fe888379a6bd46ef417f07;before;2;1;340;Tangy Shrimp tempura over butter rice;C;3;2.2
1;60fe888379a6bd46ef417f07;before;2;2;339;Shrimp tempura with loaded fries, mushrooms, bell peppers & broccoli;C;3;2.2
1;60fe888379a6bd46ef417f07;before;2;3;309;Calamari in tahini sauce over udon noodles;C;3;2.2
1;60fe888379a6bd46ef417f07;before;2;4;510;Shrimp and zucchini cheesy potatoes mix;E;1;2.2
1;60fe888379a6bd46ef417f07;before;2;5;520;Creamy calamari with pasta & vegetables;E;1;2.2
1;60fe888379a6bd46ef417f07;before;3;1;320;Shrimp tempura with couscous and bell peppers;C;3;2.4
1;60fe888379a6bd46ef417f07;before;3;2;467;Shrimp with loaded fries and fried eggplant;D;2;2.4
1;60fe888379a6bd46ef417f07;before;3;3;262;Calamari with potatoes, carrots & broccoli;C;3;2.4
1;60fe888379a6bd46ef417f07;before;3;4;378;Crispy Shrimp over creamy pasta;D;2;2.4
1;60fe888379a6bd46ef417f07;before;3;5;439;Shrimp tempura & butter rice mix;D;2;2.4
1;61096ec7e47204510ccb187b;after;1;1;264;Beef with fried rice and cauliflower;C;3;1.6
1;61096ec7e47204510ccb187b;after;1;2;590;Crispy Veal over buttery mashed potatoes;E;1;1.6
1;61096ec7e47204510ccb187b;after;1;3;499;Sausage with mac and cheese and broccoli;E;1;1.6
1;61096ec7e47204510ccb187b;after;1;4;485;Bbq ribs with cheesy potatoes ;E;1;1.6
1;61096ec7e47204510ccb187b;after;1;5;436;Buttery Pork over mac and cheese;D;2;1.6
1;61096ec7e47204510ccb187b;before;1;1;264;Beef with fried rice and cauliflower;C;3;1.6
1;61096ec7e47204510ccb187b;before;1;2;590;Crispy Veal over buttery mashed potatoes;E;1;1.6
1;61096ec7e47204510ccb187b;before;1;3;499;Sausage with mac and cheese and broccoli;E;1;1.6
1;61096ec7e47204510ccb187b;before;1;4;485;Bbq ribs with cheesy potatoes ;E;1;1.6
1;61096ec7e47204510ccb187b;before;1;5;436;Buttery Pork over mac and cheese;D;2;1.6
1;61096ec7e47204510ccb187b;before;2;1;464;Crispy Beef over butter rice;D;2;1.8
1;61096ec7e47204510ccb187b;before;2;2;450;Veal with butter rice, spinach & fried eggplant;D;2;1.8
1;61096ec7e47204510ccb187b;before;2;3;461;Pork garlic butter noodles plate with zucchini;D;2;1.8
1;61096ec7e47204510ccb187b;before;2;4;572;Roasted ham and spinach mac and cheese mix;E;1;1.8
1;61096ec7e47204510ccb187b;before;2;5;476;Beef garlic butter noodles plate with fried onions;D;2;1.8
1;61096ec7e47204510ccb187b;before;3;1;387;Roasted Veal bowl with caramelized onions;D;2;1.6
1;61096ec7e47204510ccb187b;before;3;2;544;Mediterranean Beef with sweet corn & fried rice;E;1;1.6
1;61096ec7e47204510ccb187b;before;3;3;424;Smoky Pork belly over creamy pasta;D;2;1.6
1;61096ec7e47204510ccb187b;before;3;4;372;Lamb with butter rice, leeks, sweet corn & eggplant;D;2;1.6
1;61096ec7e47204510ccb187b;before;3;5;508;Zesty Meatballs bowl with creamed spinach;E;1;1.6
1;612288fe5afea1bf6b8a197e;after;1;1;377;Smoked turkey bowl with cabbage;D;2;2.8
1;612288fe5afea1bf6b8a197e;after;1;2;253;Zesty Fried chicken with green beans & garlic butter noodles;C;3;2.8
1;612288fe5afea1bf6b8a197e;after;1;3;307;Creamy Fried chicken over buttery mashed potatoes;C;3;2.8
1;612288fe5afea1bf6b8a197e;after;1;4;247;Chicken in soy sauce over creamy pasta;C;3;2.8
1;612288fe5afea1bf6b8a197e;after;1;5;345;Smoked turkey fried rice plate with peas;C;3;2.8
1;612288fe5afea1bf6b8a197e;before;1;1;377;Smoked turkey bowl with cabbage;D;2;2.8
1;612288fe5afea1bf6b8a197e;before;1;2;253;Zesty Fried chicken with green beans & garlic butter noodles;C;3;2.8
1;612288fe5afea1bf6b8a197e;before;1;3;307;Creamy Fried chicken over buttery mashed potatoes;C;3;2.8
1;612288fe5afea1bf6b8a197e;before;1;4;247;Chicken in soy sauce over creamy pasta;C;3;2.8
1;612288fe5afea1bf6b8a197e;before;1;5;345;Smoked turkey fried rice plate with peas;C;3;2.8
1;612288fe5afea1bf6b8a197e;before;2;1;280;Fried chicken with loaded fries, fried onions & cauliflower;C;3;2.8
1;612288fe5afea1bf6b8a197e;before;2;2;251;Mediterranean chicken with butter rice, squash, eggplant & tomatoes;C;3;2.8
1;612288fe5afea1bf6b8a197e;before;2;3;300;Sesame Smoked turkey over bulgur;C;3;2.8
1;612288fe5afea1bf6b8a197e;before;2;4;279;Duck brown rice plate with mushrooms;C;3;2.8
1;612288fe5afea1bf6b8a197e;before;2;5;433;Mediterranean Smoked turkey with fried onions & garlic butter noodles;D;2;2.8
1;612288fe5afea1bf6b8a197e;before;3;1;406;Turkey in bbq sauce over buttery mashed potatoes;D;2;2.0
1;612288fe5afea1bf6b8a197e;before;3;2;303;Duck with potatoes and zucchini;C;3;2.0
1;612288fe5afea1bf6b8a197e;before;3;3;546;Tangy Fried chicken with spinach & cheesy potatoes;E;1;2.0
1;612288fe5afea1bf6b8a197e;before;3;4;390;Roasted Duck bowl with fried peppers;D;2;2.0
1;612288fe5afea1bf6b8a197e;before;3;5;417;Mediterranean Turkey over cheesy potatoes;D;2;2.0
1;61505373bc903980a66ab1e1;after;1;1;597;Shrimp in ranch sauce over loaded fries;E;1;1.2
1;61505373bc903980a66ab1e1;after;1;2;470;Shrimp with loaded fries & vegetables;D;2;1.2
1;61505373bc903980a66ab1e1;after;1;3;563;Shrimp tempura with fried rice and squash;E;1;1.2
1;61505373bc903980a66ab1e1;after;1;4;578;Shrimp tempura over butter rice;E;1;1.2
1;61505373bc903980a66ab1e1;after;1;5;564;Shrimp tempura and fried peppers butter rice mix;E;1;1.2
1;61505373bc903980a66ab1e1;before;1;1;597;Shrimp in ranch sauce over loaded fries;E;1;1.2
1;61505373bc903980a66ab1e1;before;1;2;470;Shrimp with loaded fries & vegetables;D;2;1.2
1;61505373bc903980a66ab1e1;before;1;3;563;Shrimp tempura with fried rice and squash;E;1;1.2
1;61505373bc903980a66ab1e1;before;1;4;578;Shrimp tempura over butter rice;E;1;1.2
1;61505373bc903980a66ab1e1;before;1;5;564;Shrimp tempura and fried peppers butter rice mix;E;1;1.2
1;61505373bc903980a66ab1e1;before;2;1;582;Shrimp and asparagus cheesy potatoes mix;E;1;1.2
1;61505373bc903980a66ab1e1;before;2;2;510;Shrimp and zucchini cheesy potatoes mix;E;1;1.2
1;61505373bc903980a66ab1e1;before;2;3;520;Creamy calamari with pasta & vegetables;E;1;1.2
1;61505373bc903980a66ab1e1;before;2;4;518;Grilled Shrimp bowl with mushrooms;E;1;1.2
1;61505373bc903980a66ab1e1;before;2;5;399;Grilled Shrimp tempura with eggplant & cheesy potatoes;D;2;1.2
1;61505373bc903980a66ab1e1;before;3;1;545;Buttery Calamari over fried rice;E;1;1.6
1;61505373bc903980a66ab1e1;before;3;2;455;Shrimp and buttered corn cheesy potatoes mix;D;2;1.6
1;61505373bc903980a66ab1e1;before;3;3;496;Shrimp tempura cheesy potatoes plate ;E;1;1.6
1;61505373bc903980a66ab1e1;before;3;4;439;Shrimp tempura & butter rice mix;D;2;1.6
1;61505373bc903980a66ab1e1;before;3;5;378;Crispy Shrimp over creamy pasta;D;2;1.6
1;6277dd39dea28b8907aeef70;after;1;1;589;Creamy smoked turkey bowl with cabbage;E;1;1.6
1;6277dd39dea28b8907aeef70;after;1;2;380;Grilled Shrimp tempura bowl with squash;D;2;1.6
1;6277dd39dea28b8907aeef70;after;1;3;373;Duck with loaded fries and bell peppers;D;2;1.6
1;6277dd39dea28b8907aeef70;after;1;4;552;Creamy chicken with butter rice & vegetables;E;1;1.6
1;6277dd39dea28b8907aeef70;after;1;5;371;Turkey with creamy pasta, peas, asparagus & tomatoes;D;2;1.6
1;6277dd39dea28b8907aeef70;before;1;1;589;Creamy smoked turkey bowl with cabbage;E;1;1.6
1;6277dd39dea28b8907aeef70;before;1;2;380;Grilled Shrimp tempura bowl with squash;D;2;1.6
1;6277dd39dea28b8907aeef70;before;1;3;373;Duck with loaded fries and bell peppers;D;2;1.6
1;6277dd39dea28b8907aeef70;before;1;4;552;Creamy chicken with butter rice & vegetables;E;1;1.6
1;6277dd39dea28b8907aeef70;before;1;5;371;Turkey with creamy pasta, peas, asparagus & tomatoes;D;2;1.6
1;6277dd39dea28b8907aeef70;before;2;1;582;Shrimp and asparagus cheesy potatoes mix;E;1;1.4
1;6277dd39dea28b8907aeef70;before;2;2;401;Duck in cream sauce over cheesy potatoes;D;2;1.4
1;6277dd39dea28b8907aeef70;before;2;3;580;Buttery duck bowl with vegetables;E;1;1.4
1;6277dd39dea28b8907aeef70;before;2;4;585;Chicken bowl with fried rice, tomatoes, asparagus & fried peppers;E;1;1.4
1;6277dd39dea28b8907aeef70;before;2;5;480;Creamy Turkey with zucchini & butter rice;D;2;1.4
1;6277dd39dea28b8907aeef70;before;3;1;390;Roasted Duck bowl with fried peppers;D;2;1.6
1;6277dd39dea28b8907aeef70;before;3;2;555;Turkey and buttered corn buttery mashed potatoes mix;E;1;1.6
1;6277dd39dea28b8907aeef70;before;3;3;439;Shrimp tempura & butter rice mix;D;2;1.6
1;6277dd39dea28b8907aeef70;before;3;4;482;Mackerel with cheesy potatoes and sweet corn;E;1;1.6
1;6277dd39dea28b8907aeef70;before;3;5;425;Cod with fried rice, roasted garlic & creamed spinach;D;2;1.6
1;627a76b96bea55210aecbba9;after;1;1;253;Zesty Fried chicken with green beans & garlic butter noodles;C;3;3.0
1;627a76b96bea55210aecbba9;after;1;2;307;Creamy Fried chicken over buttery mashed potatoes;C;3;3.0
1;627a76b96bea55210aecbba9;after;1;3;345;Smoked turkey fried rice plate with peas;C;3;3.0
1;627a76b96bea55210aecbba9;after;1;4;257;Turkey in pesto over mac and cheese;C;3;3.0
1;627a76b96bea55210aecbba9;after;1;5;247;Chicken in soy sauce over creamy pasta;C;3;3.0
1;627a76b96bea55210aecbba9;before;1;1;253;Zesty Fried chicken with green beans & garlic butter noodles;C;3;3.0
1;627a76b96bea55210aecbba9;before;1;2;307;Creamy Fried chicken over buttery mashed potatoes;C;3;3.0
1;627a76b96bea55210aecbba9;before;1;3;345;Smoked turkey fried rice plate with peas;C;3;3.0
1;627a76b96bea55210aecbba9;before;1;4;257;Turkey in pesto over mac and cheese;C;3;3.0
1;627a76b96bea55210aecbba9;before;1;5;247;Chicken in soy sauce over creamy pasta;C;3;3.0
1;627a76b96bea55210aecbba9;before;2;1;311;Smoked turkey and asparagus loaded fries mix;C;3;3.0
1;627a76b96bea55210aecbba9;before;2;2;279;Duck brown rice plate with mushrooms;C;3;3.0
1;627a76b96bea55210aecbba9;before;2;3;300;Sesame Smoked turkey over bulgur;C;3;3.0
1;627a76b96bea55210aecbba9;before;2;4;280;Fried chicken with loaded fries, fried onions & cauliflower;C;3;3.0
1;627a76b96bea55210aecbba9;before;2;5;251;Mediterranean chicken with butter rice, squash, eggplant & tomatoes;C;3;3.0
1;627a76b96bea55210aecbba9;before;3;1;303;Duck with potatoes and zucchini;C;3;3.2
1;627a76b96bea55210aecbba9;before;3;2;113;Smoked turkey udon bowl with vegetables;A;5;3.2
1;627a76b96bea55210aecbba9;before;3;3;341;Buttery Turkey with bell peppers & bulgur;C;3;3.2
1;627a76b96bea55210aecbba9;before;3;4;214;Duck in lemon herb sauce over bulgur;B;4;3.2
1;627a76b96bea55210aecbba9;before;3;5;555;Turkey and buttered corn buttery mashed potatoes mix;E;1;3.2
