condition_id,user_id,phase,interaction,rank,product_id,product_name,nutri_score
3,5e84edae53c6f80a42d74120,before,2,5,580,Buttery duck bowl with vegetables,E
3,5e84edae53c6f80a42d74120,before,3,1,482,Mackerel with cheesy potatoes and sweet corn,E
3,5e84edae53c6f80a42d74120,before,3,2,555,Turkey and buttered corn buttery mashed potatoes mix,E
3,5e84edae53c6f80a42d74120,before,3,3,387,Roasted Veal bowl with caramelized onions,D
3,5e84edae53c6f80a42d74120,before,3,4,390,Roasted Duck bowl with fried peppers,D
3,5e84edae53c6f80a42d74120,before,3,5,508,Zesty Meatballs bowl with creamed spinach,E
3,5e909d6c5321c13abee11725,after,1,1,217,"Roasted beef with couscous, mushrooms, carrots & peas",B
3,5e909d6c5321c13abee11725,after,1,2,20,Lamb over sweet potatoes,A
3,5e909d6c5321c13abee11725,after,1,3,228,Pork in olive oil dressing over gnocchi,B
3,5e909d6c5321c13abee11725,after,1,4,213,"Crispy pork with quinoa, green beans & mushrooms",B
3,5e909d6c5321c13abee11725,after,1,5,232,Buttery Roasted ham over rice,B
3,5e909d6c5321c13abee11725,before,1,1,217,"Roasted beef with couscous, mushrooms, carrots & peas",B
3,5e909d6c5321c13abee11725,before,1,2,593,Bbq ribs mac and cheese plate with fried eggplant,E
3,5e909d6c5321c13abee11725,before,1,3,587,Sausage with fried rice & vegetables in creamy sauce,E
3,5e909d6c5321c13abee11725,before,1,4,20,Lamb over sweet potatoes,A
3,5e909d6c5321c13abee11725,before,1,5,590,Crispy Veal over buttery mashed potatoes,E
3,5e909d6c5321c13abee11725,before,2,1,171,Roasted Veal with celery & sweet potatoes,B
3,5e909d6c5321c13abee11725,before,2,2,522,Sesame Bbq ribs bowl with eggplant,E
3,5e909d6c5321c13abee11725,before,2,3,206,"Beef with couscous, carrots, green beans & onions",B
3,5e909d6c5321c13abee11725,before,2,4,270,Lamb in pesto over polenta,C
3,5e909d6c5321c13abee11725,before,2,5,221,"Meatballs with brown rice, squash, zucchini & leeks",B
3,5e909d6c5321c13abee11725,before,3,1,233,"BBQ ribs with couscous, carrots & asparagus",B
3,5e909d6c5321c13abee11725,before,3,2,186,Crispy Lamb bowl with peas,B
3,5e909d6c5321c13abee11725,before,3,3,131,Crispy Pork with green beans & brown rice,B
3,5e909d6c5321c13abee11725,before,3,4,544,Mediterranean Beef with sweet corn & fried rice,E
3,5e909d6c5321c13abee11725,before,3,5,503,"Pork with mac and cheese, beetroot & fried eggplant",E
3,5e9adc3d7848b717401fb4c2,after,1,1,93,"Tuna with sweet potatoes, sweet corn, cabbage & squash",A
3,5e9adc3d7848b717401fb4c2,after,1,2,229,Smoked turkey in tomato sauce over potatoes,B
3,5e9adc3d7848b717401fb4c2,after,1,3,165,"Smoked turkey with polenta, tomatoes & cauliflower",B
3,5e9adc3d7848b717401fb4c2,after,1,4,192,Duck in ginger soy glaze over wild rice,B
3,5e9adc3d7848b717401fb4c2,after,1,5,231,"Duck over bulgur with bell peppers, asparagus & sweet corn",B
3,5e9adc3d7848b717401fb4c2,before,1,1,245,"Duck with butter rice, buttered corn, sweet corn & peas",C
3,5e9adc3d7848b717401fb4c2,before,1,2,375,Duck and buttered corn mac and cheese mix,D
3,5e9adc3d7848b717401fb4c2,before,1,3,294,Duck brown rice plate with bell peppers,C
3,5e9adc3d7848b717401fb4c2,before,1,4,253,Zesty Fried chicken with green beans & garlic butter noodles,C
3,5e9adc3d7848b717401fb4c2,before,1,5,307,Creamy Fried chicken over buttery mashed potatoes,C
3,5e9adc3d7848b717401fb4c2,before,2,1,288,Mackerel and buttered corn creamy pasta mix,C
3,5e9adc3d7848b717401fb4c2,before,2,2,300,Sesame Smoked turkey over bulgur,C
3,5e9adc3d7848b717401fb4c2,before,2,3,319,"Hake with gnocchi, tomatoes, fried eggplant & cauliflower",C
3,5e9adc3d7848b717401fb4c2,before,2,4,280,"Fried chicken with loaded fries, fried onions & cauliflower",C
3,5e9adc3d7848b717401fb4c2,before,2,5,279,Duck brown rice plate with mushrooms,C
3,5e9adc3d7848b717401fb4c2,before,3,1,425,"Cod with fried rice, roasted garlic & creamed spinach",D
3,5e9adc3d7848b717401fb4c2,before,3,2,303,Duck with potatoes and zucchini,C
3,5e9adc3d7848b717401fb4c2,before,3,3,205,Duck over bulgur,B
3,5e9adc3d7848b717401fb4c2,before,3,4,237,Duck with gnocchi and mushrooms,B
3,5e9adc3d7848b717401fb4c2,before,3,5,265,Anchovies with butter rice and roasted garlic,C
3,5ea1d789f5c6d70c14fbe739,after,1,1,7,Duck with pasta and asparagus,A
3,5ea1d789f5c6d70c14fbe739,after,1,2,307,Creamy Fried chicken over buttery mashed potatoes,C
3,5ea1d789f5c6d70c14fbe739,after,1,3,247,Chicken in soy sauce over creamy pasta,C
3,5ea1d789f5c6d70c14fbe739,after,1,4,6,Chicken barley plate with bell peppers,A
3,5ea1d789f5c6d70c14fbe739,after,1,5,345,Smoked turkey fried rice plate with peas,C
3,5ea1d789f5c6d70c14fbe739,before,1,1,589,Creamy smoked turkey bowl with cabbage,E
3,5ea1d789f5c6d70c14fbe739,before,1,2,307,Creamy Fried chicken over buttery mashed potatoes,C
3,5ea1d789f5c6d70c14fbe739,before,1,3,247,Chicken in soy sauce over creamy pasta,C
3,5ea1d789f5c6d70c14fbe739,before,1,4,345,Smoked turkey fried rice plate with peas,C
3,5ea1d789f5c6d70c14fbe739,before,1,5,257,Turkey in pesto over mac and cheese,C
3,5ea1d789f5c6d70c14fbe739,before,2,1,300,Sesame Smoked turkey over bulgur,C
3,5ea1d789f5c6d70c14fbe739,before,2,2,569,Smoked turkey in cheese sauce over garlic butter noodles,E
3,5ea1d789f5c6d70c14fbe739,before,2,3,279,Duck brown rice plate with mushrooms,C
3,5ea1d789f5c6d70c14fbe739,before,2,4,311,Smoked turkey and asparagus loaded fries mix,C
3,5ea1d789f5c6d70c14fbe739,before,2,5,540,Duck in spicy mayo over fried rice,E
3,5ea1d789f5c6d70c14fbe739,before,3,1,546,Tangy Fried chicken with spinach & cheesy potatoes,E
3,5ea1d789f5c6d70c14fbe739,before,3,2,555,Turkey and buttered corn buttery mashed potatoes mix,E
3,5ea1d789f5c6d70c14fbe739,before,3,3,303,Duck with potatoes and zucchini,C
3,5ea1d789f5c6d70c14fbe739,before,3,4,508,Zesty Meatballs bowl with creamed spinach,E
3,5ea1d789f5c6d70c14fbe739,before,3,5,390,Roasted Duck bowl with fried peppers,D
3,5eb9499bcbc2140180e31037,after,1,1,470,Shrimp with loaded fries & vegetables,D
3,5eb9499bcbc2140180e31037,after,1,2,6,Chicken barley plate with bell peppers,A
3,5eb9499bcbc2140180e31037,after,1,3,7,Duck with pasta and asparagus,A
3,5eb9499bcbc2140180e31037,after,1,4,373,Duck with loaded fries and bell peppers,D
3,5eb9499bcbc2140180e31037,after,1,5,459,Shrimp loaded fries plate,D
3,5eb9499bcbc2140180e31037,before,1,1,470,Shrimp with loaded fries & vegetables,D
3,5eb9499bcbc2140180e31037,before,1,2,373,Duck with loaded fries and bell peppers,D
3,5eb9499bcbc2140180e31037,before,1,3,459,Shrimp loaded fries plate,D
3,5eb9499bcbc2140180e31037,before,1,4,371,"Turkey with creamy pasta, peas, asparagus & tomatoes",D
3,5eb9499bcbc2140180e31037,before,1,5,445,Fried chicken over butter rice,D
3,5eb9499bcbc2140180e31037,before,2,1,401,Duck in cream sauce over cheesy potatoes,D
3,5eb9499bcbc2140180e31037,before,2,2,395,"Shrimp with fried rice, sweet corn & bell peppers",D
3,5eb9499bcbc2140180e31037,before,2,3,399,Grilled Shrimp tempura with eggplant & cheesy potatoes,D
3,5eb9499bcbc2140180e31037,before,2,4,480,Creamy Turkey with zucchini & butter rice,D
3,5eb9499bcbc2140180e31037,before,2,5,582,Shrimp and asparagus cheesy potatoes mix,E
3,5eb9499bcbc2140180e31037,before,3,1,467,Shrimp with loaded fries and fried eggplant,D
3,5eb9499bcbc2140180e31037,before,3,2,388,Calamari in cream sauce over creamy pasta,D
3,5eb9499bcbc2140180e31037,before,3,3,455,Shrimp and buttered corn cheesy potatoes mix,D
3,5eb9499bcbc2140180e31037,before,3,4,390,Roasted Duck bowl with fried peppers,D
3,5eb9499bcbc2140180e31037,before,3,5,439,Shrimp tempura & butter rice mix,D
3,5ec310cde88df1155e32bba6,after,1,1,597,Shrimp in ranch sauce over loaded fries,E
3,5ec310cde88df1155e32bba6,after,1,2,44,Mediterranean Shrimp over wild rice,A
3,5ec310cde88df1155e32bba6,after,1,3,563,Shrimp tempura with fried rice and squash,E
3,5ec310cde88df1155e32bba6,after,1,4,67,Quinoa bowl with shrimp tempura & lemon herb sauce,A
3,5ec310cde88df1155e32bba6,after,1,5,578,Shrimp tempura over butter rice,E
3,5ec310cde88df1155e32bba6,before,1,1,597,Shrimp in ranch sauce over loaded fries,E
3,5ec310cde88df1155e32bba6,before,1,2,563,Shrimp tempura with fried rice and squash,E
3,5ec310cde88df1155e32bba6,before,1,3,578,Shrimp tempura over butter rice,E
3,5ec310cde88df1155e32bba6,before,1,4,564,Shrimp tempura and fried peppers butter rice mix,E
3,5ec310cde88df1155e32bba6,before,1,5,337,Chicken and broccoli loaded fries mix,C
3,5ec310cde88df1155e32bba6,before,2,1,582,Shrimp and asparagus cheesy potatoes mix,E
3,5ec310cde88df1155e32bba6,before,2,2,510,Shrimp and zucchini cheesy potatoes mix,E
3,5ec310cde88df1155e32bba6,before,2,3,518,Grilled Shrimp bowl with mushrooms,E
3,5ec310cde88df1155e32bba6,before,2,4,520,Creamy calamari with pasta & vegetables,E
3,5ec310cde88df1155e32bba6,before,2,5,340,Tangy Shrimp tempura over butter rice,C
3,5ec310cde88df1155e32bba6,before,3,1,496,Shrimp tempura cheesy potatoes plate ,E
3,5ec310cde88df1155e32bba6,before,3,2,545,Buttery Calamari over fried rice,E
3,5ec310cde88df1155e32bba6,before,3,3,262,"Calamari with potatoes, carrots & broccoli",C
3,5ec310cde88df1155e32bba6,before,3,4,320,Shrimp tempura with couscous and bell peppers,C
3,5ec310cde88df1155e32bba6,before,3,5,555,Turkey and buttered corn buttery mashed potatoes mix,E
3,5eceb8411480c30fb89c7c54,after,1,1,324,"Cheesy trout with quinoa, asparagus & broccoli",C
3,5eceb8411480c30fb89c7c54,after,1,2,11,Trout in chimichurri over udon noodles,A
3,5eceb8411480c30fb89c7c54,after,1,3,287,Seared tuna with butter rice and cabbage,C
3,5eceb8411480c30fb89c7c54,after,1,4,57,Salmon with udon noodles & vegetables,A
3,5eceb8411480c30fb89c7c54,after,1,5,368,Tangy Whitefish with mushrooms & fried rice,D
3,5eceb8411480c30fb89c7c54,before,1,1,368,Tangy Whitefish with mushrooms & fried rice,D
3,5eceb8411480c30fb89c7c54,before,1,2,381,Salmon with creamy pasta ,D
3,5eceb8411480c30fb89c7c54,before,1,3,418,Roasted whitefish over fried rice,D
3,5eceb8411480c30fb89c7c54,before,1,4,415,"Tuna with loaded fries, fried peppers & cauliflower",D
3,5eceb8411480c30fb89c7c54,before,1,5,407,"Tuna with loaded fries, zucchini & fried peppers",D
3,5eceb8411480c30fb89c7c54,before,2,1,452,Grilled Cod bowl with cabbage,D
3,5eceb8411480c30fb89c7c54,before,2,2,457,Hake in cheese sauce over buttery mashed potatoes,D
3,5eceb8411480c30fb89c7c54,before,2,3,429,Tuna in four cheese sauce over loaded fries,D
3,5eceb8411480c30fb89c7c54,before,2,4,463,Trout and buttery mashed potatoes mix,D
3,5eceb8411480c30fb89c7c54,before,2,5,360,"Cheesy mackerel with gnocchi, leeks & peas",C
3,5eceb8411480c30fb89c7c54,before,3,1,425,"Cod with fried rice, roasted garlic & creamed spinach",D
3,5eceb8411480c30fb89c7c54,before,3,2,355,Sesame Fried fish bowl with kale,C
3,5eceb8411480c30fb89c7c54,before,3,3,475,Seared tuna fried rice plate with cabbage,D
3,5eceb8411480c30fb89c7c54,before,3,4,404,Tangy Trout with creamed spinach & creamy pasta,D
3,5eceb8411480c30fb89c7c54,before,3,5,268,"Mackerel with brown rice, roasted garlic & squash",C
3,5ed2a11ff7ce322295acbf2e,after,1,1,383,Tangy Meatballs with buttered corn & fried rice,D
3,5ed2a11ff7ce322295acbf2e,after,1,2,386,Smoky Pork belly with buttered corn & creamy pasta,D
3,5ed2a11ff7ce322295acbf2e,after,1,3,217,"Roasted beef with couscous, mushrooms, carrots & peas",B
3,5ed2a11ff7ce322295acbf2e,after,1,4,538,Pork with buttery mashed potatoes and asparagus,E
3,5ed2a11ff7ce322295acbf2e,after,1,5,213,"Crispy pork with quinoa, green beans & mushrooms",B
3,5ed2a11ff7ce322295acbf2e,before,1,1,383,Tangy Meatballs with buttered corn & fried rice,D
3,5ed2a11ff7ce322295acbf2e,before,1,2,538,Pork with buttery mashed potatoes and asparagus,E
3,5ed2a11ff7ce322295acbf2e,before,1,3,386,Smoky Pork belly with buttered corn & creamy pasta,D
3,5ed2a11ff7ce322295acbf2e,before,1,4,593,Bbq ribs mac and cheese plate with fried eggplant,E
3,5ed2a11ff7ce322295acbf2e,before,1,5,590,Crispy Veal over buttery mashed potatoes,E
3,5ed2a11ff7ce322295acbf2e,before,2,1,595,Mediterranean Meatballs with squash & creamy pasta,E
3,5ed2a11ff7ce322295acbf2e,before,2,2,572,Roasted ham and spinach mac and cheese mix,E
3,5ed2a11ff7ce322295acbf2e,before,2,3,464,Crispy Beef over butter rice,D
3,5ed2a11ff7ce322295acbf2e,before,2,4,522,Sesame Bbq ribs bowl with eggplant,E
3,5ed2a11ff7ce322295acbf2e,before,2,5,562,Herb Tuna bowl with bell peppers,E
3,5ed2a11ff7ce322295acbf2e,before,3,1,533,Steak strips and tomatoes fried rice mix,E
3,5ed2a11ff7ce322295acbf2e,before,3,2,586,Buttery Roasted ham with buttered corn & garlic butter noodles,E
3,5ed2a11ff7ce322295acbf2e,before,3,3,503,"Pork with mac and cheese, beetroot & fried eggplant",E
3,5ed2a11ff7ce322295acbf2e,before,3,4,508,Zesty Meatballs bowl with creamed spinach,E
3,5ed2a11ff7ce322295acbf2e,before,3,5,557,Roasted Meatballs over mac and cheese,E
3,5edfeebaecf5a0318788d731,after,1,1,459,Shrimp loaded fries plate,D
3,5edfeebaecf5a0318788d731,after,1,2,578,Shrimp tempura over butter rice,E
3,5edfeebaecf5a0318788d731,after,1,3,563,Shrimp tempura with fried rice and squash,E
3,5edfeebaecf5a0318788d731,after,1,4,597,Shrimp in ranch sauce over loaded fries,E
3,5edfeebaecf5a0318788d731,after,1,5,13,Veal barley plate with onions,A
3,5edfeebaecf5a0318788d731,before,1,1,578,Shrimp tempura over butter rice,E
3,5edfeebaecf5a0318788d731,before,1,2,563,Shrimp tempura with fried rice and squash,E
3,5edfeebaecf5a0318788d731,before,1,3,459,Shrimp loaded fries plate,D
3,5edfeebaecf5a0318788d731,before,1,4,597,Shrimp in ranch sauce over loaded fries,E
3,5edfeebaecf5a0318788d731,before,1,5,564,Shrimp tempura and fried peppers butter rice mix,E
3,5edfeebaecf5a0318788d731,before,2,1,510,Shrimp and zucchini cheesy potatoes mix,E
3,5edfeebaecf5a0318788d731,before,2,2,520,Creamy calamari with pasta & vegetables,E
3,5edfeebaecf5a0318788d731,before,2,3,518,Grilled Shrimp bowl with mushrooms,E
3,5edfeebaecf5a0318788d731,before,2,4,572,Roasted ham and spinach mac and cheese mix,E
3,5edfeebaecf5a0318788d731,before,2,5,395,"Shrimp with fried rice, sweet corn & bell peppers",D
3,5edfeebaecf5a0318788d731,before,3,1,545,Buttery Calamari over fried rice,E
3,5edfeebaecf5a0318788d731,before,3,2,533,Steak strips and tomatoes fried rice mix,E
3,5edfeebaecf5a0318788d731,before,3,3,557,Roasted Meatballs over mac and cheese,E
3,5edfeebaecf5a0318788d731,before,3,4,544,Mediterranean Beef with sweet corn & fried rice,E
3,5edfeebaecf5a0318788d731,before,3,5,455,Shrimp and buttered corn cheesy potatoes mix,D
3,5efec43017f2363e1bf47368,after,1,1,354,Chicken and bell peppers sweet potatoes mix,C
3,5efec43017f2363e1bf47368,after,1,2,337,Chicken and broccoli loaded fries mix,C
3,5efec43017f2363e1bf47368,after,1,3,7,Duck with pasta and asparagus,A
3,5efec43017f2363e1bf47368,after,1,4,25,Chicken with broccoli & wild rice,A
3,5efec43017f2363e1bf47368,after,1,5,253,Zesty Fried chicken with green beans & garlic butter noodles,C
3,5efec43017f2363e1bf47368,before,1,1,354,Chicken and bell peppers sweet potatoes mix,C
3,5efec43017f2363e1bf47368,before,1,2,337,Chicken and broccoli loaded fries mix,C
3,5efec43017f2363e1bf47368,before,1,3,589,Creamy smoked turkey bowl with cabbage,E
3,5efec43017f2363e1bf47368,before,1,4,253,Zesty Fried chicken with green beans & garlic butter noodles,C
3,5efec43017f2363e1bf47368,before,1,5,245,"Duck with butter rice, buttered corn, sweet corn & peas",C
3,5efec43017f2363e1bf47368,before,2,1,569,Smoked turkey in cheese sauce over garlic butter noodles,E
3,5efec43017f2363e1bf47368,before,2,2,311,Smoked turkey and asparagus loaded fries mix,C
3,5efec43017f2363e1bf47368,before,2,3,279,Duck brown rice plate with mushrooms,C
3,5efec43017f2363e1bf47368,before,2,4,251,"Mediterranean chicken with butter rice, squash, eggplant & tomatoes",C
3,5efec43017f2363e1bf47368,before,2,5,580,Buttery duck bowl with vegetables,E
3,5efec43017f2363e1bf47368,before,3,1,303,Duck with potatoes and zucchini,C
3,5efec43017f2363e1bf47368,before,3,2,341,Buttery Turkey with bell peppers & bulgur,C
3,5efec43017f2363e1bf47368,before,3,3,546,Tangy Fried chicken with spinach & cheesy potatoes,E
3,5efec43017f2363e1bf47368,before,3,4,393,Buttery Fried chicken with fried peppers & mac and cheese,D
3,5efec43017f2363e1bf47368,before,3,5,390,Roasted Duck bowl with fried peppers,D
3,5f5899136db0c00116d2c9a5,after,1,1,330,Tangy Pork belly over brown rice,C
3,5f5899136db0c00116d2c9a5,after,1,2,218,Tangy Beef over brown rice,B
3,5f5899136db0c00116d2c9a5,after,1,3,273,"Steak strips with bulgur, tomatoes & sweet corn",C
3,5f5899136db0c00116d2c9a5,after,1,4,13,Veal barley plate with onions,A
3,5f5899136db0c00116d2c9a5,after,1,5,33,Meatballs with couscous & vegetables,A
3,5f5899136db0c00116d2c9a5,before,1,1,330,Tangy Pork belly over brown rice,C
3,5f5899136db0c00116d2c9a5,before,1,2,273,"Steak strips with bulgur, tomatoes & sweet corn",C
3,5f5899136db0c00116d2c9a5,before,1,3,297,Crispy Meatballs bowl with buttered corn,C
3,5f5899136db0c00116d2c9a5,before,1,4,252,Roasted Sausage bowl with kale,C
3,5f5899136db0c00116d2c9a5,before,1,5,338,"Steak strips with garlic butter noodles, asparagus, bell peppers & peas",C
3,5f5899136db0c00116d2c9a5,before,2,1,270,Lamb in pesto over polenta,C
3,5f5899136db0c00116d2c9a5,before,2,2,356,Herb Veal over polenta,C
3,5f5899136db0c00116d2c9a5,before,2,3,343,"Pork belly with wild rice, caramelized onions, peas & broccoli",C
3,5f5899136db0c00116d2c9a5,before,2,4,332,Meatballs and eggplant polenta mix,C
3,5f5899136db0c00116d2c9a5,before,2,5,274,Tangy Pork belly over quinoa,C
3,5f5899136db0c00116d2c9a5,before,3,1,314,"Veal with couscous, kale, cauliflower & tomatoes",C
3,5f5899136db0c00116d2c9a5,before,3,2,255,Meatballs in pesto over buttery mashed potatoes,C
3,5f5899136db0c00116d2c9a5,before,3,3,272,"rispy sausage with wild rice, cauliflower & tomatoes",C
3,5f5899136db0c00116d2c9a5,before,3,4,293,Buttery Sausage with squash & polenta,C
3,5f5899136db0c00116d2c9a5,before,3,5,306,Roasted ham and cauliflower udon noodles mix,C
3,5f6c423e8071b21b35b07ea6,after,1,1,436,Buttery Pork over mac and cheese,D
3,5f6c423e8071b21b35b07ea6,after,1,2,217,"Roasted beef with couscous, mushrooms, carrots & peas",B
3,5f6c423e8071b21b35b07ea6,after,1,3,358,Pork belly loaded fries plate with sweet corn,C
3,5f6c423e8071b21b35b07ea6,after,1,4,376,Tangy Sausage over creamy pasta,D
3,5f6c423e8071b21b35b07ea6,after,1,5,90,Roasted ham over polenta,A
3,5f6c423e8071b21b35b07ea6,before,1,1,436,Buttery Pork over mac and cheese,D
3,5f6c423e8071b21b35b07ea6,before,1,2,376,Tangy Sausage over creamy pasta,D
3,5f6c423e8071b21b35b07ea6,before,1,3,458,Cheesy beef bowl ,D
3,5f6c423e8071b21b35b07ea6,before,1,4,382,Pork belly in bbq sauce over cheesy potatoes,D
3,5f6c423e8071b21b35b07ea6,before,1,5,358,Pork belly loaded fries plate with sweet corn,C
3,5f6c423e8071b21b35b07ea6,before,2,1,430,Sausage and asparagus fried rice mix,D
3,5f6c423e8071b21b35b07ea6,before,2,2,461,Pork garlic butter noodles plate with zucchini,D
3,5f6c423e8071b21b35b07ea6,before,2,3,403,"Creamy veal with buttery mashed potatoes, celery, beetroot & mushrooms",D
3,5f6c423e8071b21b35b07ea6,before,2,4,476,Beef garlic butter noodles plate with fried onions,D
3,5f6c423e8071b21b35b07ea6,before,2,5,450,"Veal with butter rice, spinach & fried eggplant",D
3,5f6c423e8071b21b35b07ea6,before,3,1,413,Veal with mac and cheese and tomatoes,D
3,5f6c423e8071b21b35b07ea6,before,3,2,387,Roasted Veal bowl with caramelized onions,D
3,5f6c423e8071b21b35b07ea6,before,3,3,414,Smoky Roasted ham over fried rice,D
3,5f6c423e8071b21b35b07ea6,before,3,4,372,"Lamb with butter rice, leeks, sweet corn & eggplant",D
3,5f6c423e8071b21b35b07ea6,before,3,5,477,Creamy Lamb bowl with caramelized onions,D
3,5fcfc1cf5aaa211308f4a1d2,after,1,1,337,Chicken and broccoli loaded fries mix,C
3,5fcfc1cf5aaa211308f4a1d2,after,1,2,7,Duck with pasta and asparagus,A
3,5fcfc1cf5aaa211308f4a1d2,after,1,3,345,Smoked turkey fried rice plate with peas,C
3,5fcfc1cf5aaa211308f4a1d2,after,1,4,247,Chicken in soy sauce over creamy pasta,C
3,5fcfc1cf5aaa211308f4a1d2,after,1,5,54,Turkey with sweet potatoes & vegetables,A
3,5fcfc1cf5aaa211308f4a1d2,before,1,1,337,Chicken and broccoli loaded fries mix,C
3,5fcfc1cf5aaa211308f4a1d2,before,1,2,373,Duck with loaded fries and bell peppers,D
3,5fcfc1cf5aaa211308f4a1d2,before,1,3,345,Smoked turkey fried rice plate with peas,C
3,5fcfc1cf5aaa211308f4a1d2,before,1,4,247,Chicken in soy sauce over creamy pasta,C
3,5fcfc1cf5aaa211308f4a1d2,before,1,5,253,Zesty Fried chicken with green beans & garlic butter noodles,C
3,5fcfc1cf5aaa211308f4a1d2,before,2,1,279,Duck brown rice plate with mushrooms,C
3,5fcfc1cf5aaa211308f4a1d2,before,2,2,311,Smoked turkey and asparagus loaded fries mix,C
3,5fcfc1cf5aaa211308f4a1d2,before,2,3,251,"Mediterranean chicken with butter rice, squash, eggplant & tomatoes",C
3,5fcfc1cf5aaa211308f4a1d2,before,2,4,300,Sesame Smoked turkey over bulgur,C
3,5fcfc1cf5aaa211308f4a1d2,before,2,5,280,"Fried chicken with loaded fries, fried onions & cauliflower",C
3,5fcfc1cf5aaa211308f4a1d2,before,3,1,303,Duck with potatoes and zucchini,C
3,5fcfc1cf5aaa211308f4a1d2,before,3,2,434,Herb Pork belly with creamed spinach & creamy pasta,D
3,5fcfc1cf5aaa211308f4a1d2,before,3,3,341,Buttery Turkey with bell peppers & bulgur,C
3,5fcfc1cf5aaa211308f4a1d2,before,3,4,406,Turkey in bbq sauce over buttery mashed potatoes,D
3,5fcfc1cf5aaa211308f4a1d2,before,3,5,393,Buttery Fried chicken with fried peppers & mac and cheese,D
3,5fe0b5ce0a5e7fa320d39a3a,after,1,1,380,Grilled Shrimp tempura bowl with squash,D
3,5fe0b5ce0a5e7fa320d39a3a,after,1,2,459,Shrimp loaded fries plate,D
3,5fe0b5ce0a5e7fa320d39a3a,after,1,3,470,Shrimp with loaded fries & vegetables,D
3,5fe0b5ce0a5e7fa320d39a3a,after,1,4,578,Shrimp tempura over butter rice,E
3,5fe0b5ce0a5e7fa320d39a3a,after,1,5,67,Quinoa bowl with shrimp tempura & lemon herb sauce,A
3,5fe0b5ce0a5e7fa320d39a3a,before,1,1,380,Grilled Shrimp tempura bowl with squash,D
3,5fe0b5ce0a5e7fa320d39a3a,before,1,2,459,Shrimp loaded fries plate,D
3,5fe0b5ce0a5e7fa320d39a3a,before,1,3,470,Shrimp with loaded fries & vegetables,D
3,5fe0b5ce0a5e7fa320d39a3a,before,1,4,578,Shrimp tempura over butter rice,E
3,5fe0b5ce0a5e7fa320d39a3a,before,1,5,563,Shrimp tempura with fried rice and squash,E
3,5fe0b5ce0a5e7fa320d39a3a,before,2,1,399,Grilled Shrimp tempura with eggplant & cheesy potatoes,D
3,5fe0b5ce0a5e7fa320d39a3a,before,2,2,395,"Shrimp with fried rice, sweet corn & bell peppers",D
3,5fe0b5ce0a5e7fa320d39a3a,before,2,3,520,Creamy calamari with pasta & vegetables,E
3,5fe0b5ce0a5e7fa320d39a3a,before,2,4,510,Shrimp and zucchini cheesy potatoes mix,E
3,5fe0b5ce0a5e7fa320d39a3a,before,2,5,582,Shrimp and asparagus cheesy potatoes mix,E
3,5fe0b5ce0a5e7fa320d39a3a,before,3,1,455,Shrimp and buttered corn cheesy potatoes mix,D
3,5fe0b5ce0a5e7fa320d39a3a,before,3,2,467,Shrimp with loaded fries and fried eggplant,D
3,5fe0b5ce0a5e7fa320d39a3a,before,3,3,439,Shrimp tempura & butter rice mix,D
3,5fe0b5ce0a5e7fa320d39a3a,before,3,4,378,Crispy Shrimp over creamy pasta,D
3,5fe0b5ce0a5e7fa320d39a3a,before,3,5,545,Buttery Calamari over fried rice,E
3,601171f52ffe110619bc0d93,after,1,1,380,Grilled Shrimp tempura bowl with squash,D
3,601171f52ffe110619bc0d93,after,1,2,564,Shrimp tempura and fried peppers butter rice mix,E
3,601171f52ffe110619bc0d93,after,1,3,459,Shrimp loaded fries plate,D
3,601171f52ffe110619bc0d93,after,1,4,44,Mediterranean Shrimp over wild rice,A
3,601171f52ffe110619bc0d93,after,1,5,67,Quinoa bowl with shrimp tempura & lemon herb sauce,A
3,601171f52ffe110619bc0d93,before,1,1,564,Shrimp tempura and fried peppers butter rice mix,E
3,601171f52ffe110619bc0d93,before,1,2,380,Grilled Shrimp tempura bowl with squash,D
3,601171f52ffe110619bc0d93,before,1,3,597,Shrimp in ranch sauce over loaded fries,E
3,601171f52ffe110619bc0d93,before,1,4,459,Shrimp loaded fries plate,D
3,601171f52ffe110619bc0d93,before,1,5,563,Shrimp tempura with fried rice and squash,E
3,601171f52ffe110619bc0d93,before,2,1,518,Grilled Shrimp bowl with mushrooms,E
3,601171f52ffe110619bc0d93,before,2,2,399,Grilled Shrimp tempura with eggplant & cheesy potatoes,D
3,601171f52ffe110619bc0d93,before,2,3,395,"Shrimp with fried rice, sweet corn & bell peppers",D
3,601171f52ffe110619bc0d93,before,2,4,582,Shrimp and asparagus cheesy potatoes mix,E
3,601171f52ffe110619bc0d93,before,2,5,510,Shrimp and zucchini cheesy potatoes mix,E
3,601171f52ffe110619bc0d93,before,3,1,378,Crispy Shrimp over creamy pasta,D
3,601171f52ffe110619bc0d93,before,3,2,467,Shrimp with loaded fries and fried eggplant,D
3,601171f52ffe110619bc0d93,before,3,3,455,Shrimp and buttered corn cheesy potatoes mix,D
3,601171f52ffe110619bc0d93,before,3,4,439,Shrimp tempura & butter rice mix,D
3,601171f52ffe110619bc0d93,before,3,5,496,Shrimp tempura cheesy potatoes plate ,E
3,6060a66b5038da4bed166eed,after,1,1,25,Chicken with broccoli & wild rice,A
3,6060a66b5038da4bed166eed,after,1,2,245,"Duck with butter rice, buttered corn, sweet corn & peas",C
