beta,n_avg
0.0,3.5699421965317915
0.002003807615230461,3.867052023121387
0.004007615230460922,3.889017341040462
0.006011422845691383,3.908670520231214
0.008015230460921844,3.923699421965318
0.010019038076152304,3.929479768786127
0.012022845691382766,3.9398843930635845
0.014026653306613228,3.953757225433526
0.016030460921843688,3.967630057803469
0.018034268537074148,3.986127167630058
0.02003807615230461,3.9872832369942195
0.022041883767535072,3.9965317919075143
0.024045691382765532,4.005780346820809
0.026049498997995992,4.019653179190751
0.028053306613226456,4.036994219653179
0.030057114228456916,4.039306358381503
0.032060921843687376,4.043930635838151
0.034064729458917836,4.055491329479769
0.036068537074148296,4.064739884393063
0.038072344689378756,4.071676300578035
0.04007615230460922,4.077456647398844
0.042079959919839684,4.083236994219654
0.044083767535070144,4.09364161849711
0.046087575150300604,4.100578034682081
0.048091382765531064,4.108670520231214
0.050095190380761524,4.1248554913294795
0.052098997995991984,4.131791907514451
0.054102805611222445,4.1364161849710985
0.05610661322645291,4.139884393063584
0.05811042084168337,4.141040462427745
0.06011422845691383,4.145664739884394
0.06211803607214429,4.1502890173410405
0.06412184368737475,4.158381502890173
0.06612565130260521,4.165317919075145
0.06812945891783567,4.171098265895955
0.07013326653306613,4.1757225433526015
0.07213707414829659,4.176878612716763
0.07414088176352705,4.1838150289017335
0.07614468937875751,4.190751445086705
0.07814849699398797,4.198843930635839
0.08015230460921843,4.202312138728324
0.08215611222444891,4.205780346820808
0.08415991983967937,4.211560693641618
0.08616372745490983,4.217341040462428
0.08816753507014029,4.21849710982659
0.09017134268537075,4.22543352601156
0.09217515030060121,4.228901734104046
0.09417895791583167,4.235838150289017
0.09618276553106213,4.240462427745665
0.09818657314629259,4.24971098265896
0.10019038076152305,4.254335260115607
0.10219418837675351,4.261271676300578
0.10419799599198397,4.264739884393063
0.10620180360721443,4.27514450867052
0.10820561122244489,4.289017341040463
0.11020941883767535,4.2936416184971105
0.11221322645290582,4.304046242774566
0.11421703406813628,4.326011560693642
0.11622084168336674,4.335260115606936
0.1182246492985972,4.351445086705202
0.12022845691382766,4.36300578034682
0.12223226452905812,4.369942196531792
0.12423607214428858,4.382658959537572
0.12623987975951903,4.384971098265897
0.1282436873747495,4.389595375722544
0.13024749498997998,4.39306358381503
0.13225130260521042,4.404624277456647
0.1342551102204409,4.4254335260115605
0.13625891783567134,4.4312138728323704
0.13826272545090182,4.432369942196532
0.14026653306613227,4.435838150289017
0.14227034068136274,4.442774566473989
0.14427414829659319,4.447398843930635
0.14627795591182366,4.452023121387284
0.1482817635270541,4.455491329479769
0.15028557114228458,4.455491329479769
0.15228937875751503,4.455491329479769
0.1542931863727455,4.458959537572254
0.15629699398797595,4.463583815028902
0.15830080160320642,4.463583815028902
0.16030460921843687,4.46936416184971
0.16230841683366734,4.4705202312138725
0.16431222444889781,4.47514450867052
0.16631603206412826,4.477456647398844
0.16831983967935873,4.479768786127168
0.17032364729458918,4.482080924855492
0.17232745490981966,4.487861271676301
0.1743312625250501,4.49942196531792
0.17633507014028058,4.502890173410405
0.17833887775551102,4.50635838150289
0.1803426853707415,4.510982658959538
0.18234649298597194,4.510982658959538
0.18435030060120242,4.5156069364161855
0.18635410821643286,4.526011560693642
0.18835791583166334,4.543352601156069
0.19036172344689378,4.546820809248555
0.19236553106212426,4.551445086705203
0.19436933867735473,4.56878612716763
0.19637314629258518,4.5803468208092495
0.19837695390781565,4.584971098265896
0.2003807615230461,4.591907514450868
0.20238456913827657,4.594219653179191
0.20438837675350702,4.604624277456647
0.2063921843687375,4.611560693641618
0.20839599198396794,4.617341040462428
0.2103997995991984,4.625433526011561
0.21240360721442886,4.632369942196532
0.21440741482965933,4.635838150289017
0.21641122244488978,4.638150289017341
0.21841503006012025,4.639306358381503
0.2204188376753507,4.642774566473989
0.22242264529058117,4.645086705202313
0.22442645290581165,4.648554913294798
0.2264302605210421,4.650867052023123
0.22843406813627257,4.650867052023123
0.230437875751503,4.654335260115607
0.2324416833667335,4.654335260115607
0.23444549098196393,4.657803468208093
0.2364492985971944,4.657803468208093
0.23845310621242485,4.662427745664741
0.24045691382765533,4.663583815028901
0.24246072144288577,4.664739884393064
0.24446452905811625,4.664739884393064
0.2464683366733467,4.664739884393064
0.24847214428857717,4.668208092485549
0.2504759519038076,4.670520231213873
0.25247975951903806,4.670520231213873
0.25448356713426856,4.670520231213873
0.256487374749499,4.670520231213873
0.25849118236472945,4.67514450867052
0.26049498997995996,4.67514450867052
0.2624987975951904,4.679768786127168
0.26450260521042085,4.679768786127168
0.2665064128256513,4.685549132947978
0.2685102204408818,4.694797687861272
0.27051402805611224,4.697109826589595
0.2725178356713427,4.699421965317919
0.27452164328657314,4.701734104046244
0.27652545090180364,4.704046242774567
0.2785292585170341,4.705202312138728
0.28053306613226453,4.708670520231214
0.282536873747495,4.710982658959537
0.2845406813627255,4.710982658959537
0.2865444889779559,4.7121387283236995
0.28854829659318637,4.713294797687862
0.2905521042084169,4.715606936416185
0.2925559118236473,4.717919075144509
0.29455971943887777,4.720231213872832
0.2965635270541082,4.720231213872832
0.2985673346693387,4.72485549132948
0.30057114228456916,4.727167630057803
0.3025749498997996,4.727167630057803
0.30457875751503005,4.727167630057803
0.30658256513026055,4.727167630057803
0.308586372745491,4.729479768786128
0.31059018036072145,4.730635838150289
0.3125939879759519,4.734104046242774
0.3145977955911824,4.736416184971099
0.31660160320641284,4.738728323699422
0.3186054108216433,4.74335260115607
0.32060921843687373,4.747976878612716
0.32261302605210423,4.752601156069365
0.3246168336673347,4.758381502890174
0.3266206412825651,4.763005780346821
0.32862444889779563,4.7653179190751445
0.3306282565130261,4.772254335260116
0.3326320641282565,4.779190751445086
0.33463587174348697,4.780346820809249
0.33663967935871747,4.78150289017341
0.3386434869739479,4.789595375722543
0.34064729458917836,4.795375722543353
0.3426511022044088,4.797687861271676
0.3446549098196393,4.801156069364162
0.34665871743486976,4.80578034682081
0.3486625250501002,4.808092485549134
0.35066633266533065,4.811560693641619
0.35267014028056115,4.818497109826589
0.3546739478957916,4.823121387283237
0.35667775551102204,4.823121387283237
0.35868156312625255,4.825433526011561
0.360685370741483,4.825433526011561
0.36268917835671344,4.826589595375722
0.3646929859719439,4.826589595375722
0.3666967935871744,4.826589595375722
0.36870060120240483,4.826589595375722
0.3707044088176353,4.826589595375722
0.3727082164328657,4.833526011560694
0.3747120240480962,4.833526011560694
0.3767158316633267,4.833526011560694
0.3787196392785571,4.835838150289017
0.38072344689378756,4.839306358381503
0.38272725450901807,4.845086705202313
0.3847310621242485,4.847398843930636
0.38673486973947896,4.8497109826589595
0.38873867735470946,4.850867052023122
0.3907424849699399,4.850867052023122
0.39274629258517035,4.850867052023122
0.3947501002004008,4.850867052023122
0.3967539078156313,4.850867052023122
0.39875771543086175,4.850867052023122
0.4007615230460922,4.853179190751446
0.40276533066132264,4.853179190751446
0.40476913827655314,4.853179190751446
0.4067729458917836,4.854335260115606
0.40877675350701403,4.854335260115606
0.4107805611222445,4.854335260115606
0.412784368737475,4.855491329479769
0.41478817635270543,4.855491329479769
