model,k,weights,mean_MAE,mean_MSE,mean_RMSE
content_based,2.0,"(0.1, 0.7, 0.2)",1.0870311157762655,2.060814970511122,1.435396699795163
content_based,3.0,"(0.1, 0.7, 0.2)",1.0627645832079466,1.8477954563112842,1.3592028063401482
content_based,4.0,"(0.1, 0.7, 0.2)",1.052126980010831,1.758919682423891,1.326157684120235
content_based,5.0,"(0.1, 0.7, 0.2)",1.0600048011111212,1.746018186273312,1.3212544171208085
content_based,6.0,"(0.1, 0.7, 0.2)",1.059248432527117,1.719215155555435,1.311088998067784
content_based,7.0,"(0.1, 0.7, 0.2)",1.0611828325898178,1.7005586165096278,1.3039472081063672
content_based,8.0,"(0.1, 0.7, 0.2)",1.056471605546973,1.673501525349901,1.2935266273852137
content_based,9.0,"(0.1, 0.7, 0.2)",1.0551591455810339,1.6563916979013134,1.2869150984198428
content_based,10.0,"(0.1, 0.7, 0.2)",1.0546911253043245,1.6451778918196367,1.2825352589330625
content_based,15.0,"(0.1, 0.7, 0.2)",1.055929688773045,1.6228636166532062,1.2737976543193539
content_based,20.0,"(0.1, 0.7, 0.2)",1.0725373046776459,1.6515739597049865,1.285037218847385
content_based,25.0,"(0.1, 0.7, 0.2)",1.0848801143606956,1.6724147996053698,1.2931193721126917
content_based,30.0,"(0.1, 0.7, 0.2)",1.0934505347367987,1.6887463958848439,1.2994132090250647
content_based,36.0,"(0.1, 0.7, 0.2)",1.0944306825281696,1.6909452590654013,1.300260987782629
content_based,1.0,"(0.1, 0.8, 0.1)",1.1695098260748757,2.701145635636527,1.6434007158050608
content_based,2.0,"(0.1, 0.8, 0.1)",1.0936914061229102,2.087510387283722,1.4446840108645869
content_based,3.0,"(0.1, 0.8, 0.1)",1.0723859170353158,1.8833944117518757,1.3722555858626726
content_based,4.0,"(0.1, 0.8, 0.1)",1.059861771967476,1.787959573809847,1.3370580582606613
content_based,5.0,"(0.1, 0.8, 0.1)",1.063993954411079,1.7640476180437807,1.3280677042008426
content_based,6.0,"(0.1, 0.8, 0.1)",1.0639147307162564,1.738319661175946,1.3183564234677532
content_based,7.0,"(0.1, 0.8, 0.1)",1.065456354786501,1.717556884230437,1.3104505990593913
content_based,8.0,"(0.1, 0.8, 0.1)",1.0591126081886724,1.686431331613143,1.2985103830026057
content_based,9.0,"(0.1, 0.8, 0.1)",1.0578100252620148,1.6668742823905298,1.2909771622038497
content_based,10.0,"(0.1, 0.8, 0.1)",1.0571763606963818,1.6544037987837612,1.2861272618668087
content_based,15.0,"(0.1, 0.8, 0.1)",1.05724099823512,1.6271404093418576,1.2754744803115492
content_based,20.0,"(0.1, 0.8, 0.1)",1.0736806110613322,1.6551689431937142,1.2864345592131605
content_based,25.0,"(0.1, 0.8, 0.1)",1.085967231680969,1.6757132300764368,1.2943936815963455
content_based,30.0,"(0.1, 0.8, 0.1)",1.0944185685547168,1.6917330729241467,1.300561422856558
content_based,36.0,"(0.1, 0.8, 0.1)",1.0954023240716784,1.693928160079862,1.3014070967530207
content_based,1.0,"(0.1, 0.9, 0.0)",1.1574793023936782,2.6260098558867524,1.620166061106375
content_based,2.0,"(0.1, 0.9, 0.0)",1.0931150521807425,2.090950219682799,1.4458355675672212
content_based,3.0,"(0.1, 0.9, 0.0)",1.0819975573964404,1.9169353521406882,1.3844616503887681
content_based,4.0,"(0.1, 0.9, 0.0)",1.0739419101191428,1.8324779102533237,1.353627054707078
content_based,5.0,"(0.1, 0.9, 0.0)",1.0681906719887497,1.7813007034493396,1.3345681093005344
content_based,6.0,"(0.1, 0.9, 0.0)",1.06867625480858,1.7586509468742526,1.326029229547472
content_based,7.0,"(0.1, 0.9, 0.0)",1.0704275773958376,1.7377023297786565,1.318080124950403
content_based,8.0,"(0.1, 0.9, 0.0)",1.0662594418304996,1.7133444494283339,1.3088122125334887
content_based,9.0,"(0.1, 0.9, 0.0)",1.0619375479833342,1.6865147721626503,1.298533994818008
content_based,10.0,"(0.1, 0.9, 0.0)",1.0622587573501363,1.6748265535500841,1.2940286626066375
content_based,15.0,"(0.1, 0.9, 0.0)",1.066371915810936,1.657510846075256,1.2873181284581834
content_based,20.0,"(0.1, 0.9, 0.0)",1.0763245277867175,1.665583275977229,1.2904663608116373
content_based,25.0,"(0.1, 0.9, 0.0)",1.08740669941524,1.6802581640614822,1.296142978291052
content_based,30.0,"(0.1, 0.9, 0.0)",1.0950519798620602,1.6934938718347419,1.3012370541788216
content_based,36.0,"(0.1, 0.9, 0.0)",1.096209793356256,1.6964111975244804,1.3023603713876613
content_based,1.0,"(0.2, 0.0, 0.8)",1.1347512136848228,2.584800613853829,1.607467072894493
content_based,2.0,"(0.2, 0.0, 0.8)",1.0391255016573757,1.9028026753433926,1.3791091884085613
content_based,3.0,"(0.2, 0.0, 0.8)",1.0195551864575023,1.7364278831946252,1.3175556176753094
content_based,4.0,"(0.2, 0.0, 0.8)",1.0079869605780225,1.6391333913659145,1.2800997466539716
content_based,5.0,"(0.2, 0.0, 0.8)",1.0079484858937526,1.5985381149458204,1.2641688469463002
content_based,6.0,"(0.2, 0.0, 0.8)",1.0114462848197951,1.580367837831839,1.2569446167232887
content_based,7.0,"(0.2, 0.0, 0.8)",1.0140456584423294,1.5690868512306888,1.2524919620743313
content_based,8.0,"(0.2, 0.0, 0.8)",1.017085186944902,1.5633639840159557,1.2502065137492617
content_based,9.0,"(0.2, 0.0, 0.8)",1.0185905636907562,1.553939426358739,1.2464279664785256
content_based,10.0,"(0.2, 0.0, 0.8)",1.0224378082293786,1.5556816804878326,1.2471311738767752
content_based,15.0,"(0.2, 0.0, 0.8)",1.0362757773502522,1.5667479837138647,1.2515802023675844
content_based,20.0,"(0.2, 0.0, 0.8)",1.0459352914004618,1.5805257982587744,1.257067042155159
content_based,25.0,"(0.2, 0.0, 0.8)",1.0536281339434883,1.5947340625064996,1.262700109407295
content_based,30.0,"(0.2, 0.0, 0.8)",1.0561515609135363,1.6000184834831674,1.2647868914984897
content_based,36.0,"(0.2, 0.0, 0.8)",1.056187649883203,1.600218850750619,1.264866046418471
content_based,1.0,"(0.2, 0.1, 0.7)",1.1357672648344512,2.583356914471078,1.607101655064517
content_based,2.0,"(0.2, 0.1, 0.7)",1.0450029674958905,1.9175962084765559,1.384584180604195
content_based,3.0,"(0.2, 0.1, 0.7)",1.0165054246350163,1.7283999032312145,1.314396175235731
content_based,4.0,"(0.2, 0.1, 0.7)",1.0034556528858807,1.6255987264565124,1.2748063826013016
content_based,5.0,"(0.2, 0.1, 0.7)",1.0013185009476853,1.579165511650509,1.256461030343655
content_based,6.0,"(0.2, 0.1, 0.7)",1.0088473326412053,1.5714894935199129,1.2534194462016204
content_based,7.0,"(0.2, 0.1, 0.7)",1.0117215766810534,1.5592629269473013,1.2485674808798057
content_based,8.0,"(0.2, 0.1, 0.7)",1.0146743478195746,1.5563184877597984,1.2473760154812905
content_based,9.0,"(0.2, 0.1, 0.7)",1.0193670276348934,1.5516787307875741,1.2455417034118612
content_based,10.0,"(0.2, 0.1, 0.7)",1.023765133721395,1.555201301255809,1.2469408090759615
content_based,15.0,"(0.2, 0.1, 0.7)",1.035683645626809,1.5590022704072468,1.2484837874145935
content_based,20.0,"(0.2, 0.1, 0.7)",1.0502473143060036,1.583640658857926,1.2583212430280424
content_based,25.0,"(0.2, 0.1, 0.7)",1.0630136282138285,1.6088783868324854,1.2683034153436634
content_based,30.0,"(0.2, 0.1, 0.7)",1.069387539277312,1.6217687936057934,1.273377886612662
content_based,36.0,"(0.2, 0.1, 0.7)",1.0698867440143567,1.6230686080468542,1.2738904508461966
content_based,1.0,"(0.2, 0.2, 0.6)",1.126395803063692,2.549935397585539,1.5965893724096758
content_based,2.0,"(0.2, 0.2, 0.6)",1.0443004762921064,1.92401300625485,1.3866975873363838
content_based,3.0,"(0.2, 0.2, 0.6)",1.0102349893649039,1.7183389632201433,1.3104706892249467
content_based,4.0,"(0.2, 0.2, 0.6)",1.002434842741365,1.6249189320083677,1.274508821256101
content_based,5.0,"(0.2, 0.2, 0.6)",1.0026664678448034,1.583269557859048,1.258159112545972
content_based,6.0,"(0.2, 0.2, 0.6)",1.0084118434249754,1.5713132874108005,1.2533410369586662
content_based,7.0,"(0.2, 0.2, 0.6)",1.0145060583073036,1.5640452720610372,1.2504985873163876
content_based,8.0,"(0.2, 0.2, 0.6)",1.0169959920440352,1.5568408894059877,1.2475795966945078
content_based,9.0,"(0.2, 0.2, 0.6)",1.0200858421260097,1.5515944847797638,1.245465959846415
content_based,10.0,"(0.2, 0.2, 0.6)",1.0235962706540307,1.550354042237105,1.2449799202467744
content_based,15.0,"(0.2, 0.2, 0.6)",1.0393684134062084,1.5707308265341253,1.2531537179935532
content_based,20.0,"(0.2, 0.2, 0.6)",1.0559088969170751,1.599866832854732,1.2647373819815013
content_based,25.0,"(0.2, 0.2, 0.6)",1.0686303679855391,1.6236162306332367,1.2741043377876404
content_based,30.0,"(0.2, 0.2, 0.6)",1.0768718676811673,1.6405036979868903,1.280714896262045
content_based,36.0,"(0.2, 0.2, 0.6)",1.077504206568722,1.6422132209171054,1.2813851953647224
content_based,1.0,"(0.2, 0.3, 0.5)",1.1198318355487582,2.532434899767242,1.5911265783307527
content_based,2.0,"(0.2, 0.3, 0.5)",1.0468439272808365,1.9572653037757974,1.3984733554064561
content_based,3.0,"(0.2, 0.3, 0.5)",1.017663432548805,1.7344002847786648,1.3165854225870075
content_based,4.0,"(0.2, 0.3, 0.5)",1.0096625216989827,1.642309636753827,1.281269033056009
content_based,5.0,"(0.2, 0.3, 0.5)",1.006023444197496,1.591308734385428,1.2613367474266235
content_based,6.0,"(0.2, 0.3, 0.5)",1.0109349096437743,1.5735097037338936,1.2543158822051752
content_based,7.0,"(0.2, 0.3, 0.5)",1.0190576148438741,1.5737987090950076,1.2543981289123336
content_based,8.0,"(0.2, 0.3, 0.5)",1.0223560563079288,1.567256138628316,1.251778559824101
content_based,9.0,"(0.2, 0.3, 0.5)",1.024068404960508,1.5625158524948324,1.24984407950403
content_based,10.0,"(0.2, 0.3, 0.5)",1.0293000269747796,1.5656076434362034,1.251047917456944
content_based,15.0,"(0.2, 0.3, 0.5)",1.0429417725658416,1.5802292861646348,1.2569374514867506
content_based,20.0,"(0.2, 0.3, 0.5)",1.0597588940561913,1.611625474556602,1.269398036218242
content_based,25.0,"(0.2, 0.3, 0.5)",1.0727273591671271,1.6360003831416123,1.2789702452750267
content_based,30.0,"(0.2, 0.3, 0.5)",1.0814594849446402,1.6534205586109412,1.285749542673312
content_based,36.0,"(0.2, 0.3, 0.5)",1.082341646139039,1.6555290914443312,1.2865707769002488
content_based,1.0,"(0.2, 0.4, 0.4)",1.1215493631282736,2.5410242506556706,1.5938490230177471
content_based,2.0,"(0.2, 0.4, 0.4)",1.041709539389236,1.9345534848448687,1.3901889719197538
content_based,3.0,"(0.2, 0.4, 0.4)",1.0174768369021996,1.7344031944439429,1.3165926283248435
content_based,4.0,"(0.2, 0.4, 0.4)",1.006419867918896,1.6343280805679938,1.2781102118390373
content_based,5.0,"(0.2, 0.4, 0.4)",1.0107211410430679,1.6008963439947461,1.2651080614854338
content_based,6.0,"(0.2, 0.4, 0.4)",1.015143155596372,1.5823648370060333,1.2578424009378208
content_based,7.0,"(0.2, 0.4, 0.4)",1.0221965538263498,1.5817416420594825,1.2575488426959862
content_based,8.0,"(0.2, 0.4, 0.4)",1.0265025221226058,1.5801112982817833,1.2569126714833136
content_based,9.0,"(0.2, 0.4, 0.4)",1.0319648771494119,1.5808239284557843,1.2571739928348002
content_based,10.0,"(0.2, 0.4, 0.4)",1.0361797029000843,1.585816533147769,1.2591413577137625
content_based,15.0,"(0.2, 0.4, 0.4)",1.04717809900751,1.593770876813233,1.2623096486096774
content_based,20.0,"(0.2, 0.4, 0.4)",1.0633118052844552,1.6224754822074092,1.2736629685955485
content_based,25.0,"(0.2, 0.4, 0.4)",1.0763013837614053,1.6466185384022798,1.2831117310869309
content_based,30.0,"(0.2, 0.4, 0.4)",1.0847690553749298,1.6629877614686794,1.2894642030132784
content_based,36.0,"(0.2, 0.4, 0.4)",1.0857098181123783,1.6651684109065261,1.290311168846491
content_based,1.0,"(0.2, 0.5, 0.3)",1.1317037865547404,2.5721134997869872,1.6035622094693345
content_based,2.0,"(0.2, 0.5, 0.3)",1.051844257612459,1.9635784245701682,1.4005621512430941
content_based,3.0,"(0.2, 0.5, 0.3)",1.02296101995409,1.7501373249413312,1.3225999093617005
content_based,4.0,"(0.2, 0.5, 0.3)",1.0150701198631524,1.6611163975403578,1.2885700588623383
content_based,5.0,"(0.2, 0.5, 0.3)",1.020366477714404,1.6314331457985656,1.2771189754449153
content_based,6.0,"(0.2, 0.5, 0.3)",1.0234032790002654,1.6077320292230706,1.2678791078580054
content_based,7.0,"(0.2, 0.5, 0.3)",1.030111597276584,1.6082006893853413,1.2680252357477946
content_based,8.0,"(0.2, 0.5, 0.3)",1.0339597202584976,1.603617368839886,1.2662202328800904
content_based,9.0,"(0.2, 0.5, 0.3)",1.036152001980396,1.595673740975331,1.2630528801567527
content_based,10.0,"(0.2, 0.5, 0.3)",1.0395259499514697,1.5980215155566833,1.2639702008670641
content_based,15.0,"(0.2, 0.5, 0.3)",1.049673250791521,1.6009435363194104,1.2651523751466107
content_based,20.0,"(0.2, 0.5, 0.3)",1.0660935213175449,1.6305907617639512,1.276847012667451
content_based,25.0,"(0.2, 0.5, 0.3)",1.0790384037333343,1.654697804339119,1.286255102642706
content_based,30.0,"(0.2, 0.5, 0.3)",1.0872315281902907,1.6702528199627402,1.2922776031920566
content_based,36.0,"(0.2, 0.5, 0.3)",1.088182153120604,1.6724381428107038,1.2931247550132041
content_based,1.0,"(0.2, 0.6, 0.2)",1.1317037865547404,2.5721134997869872,1.6035622094693345
content_based,2.0,"(0.2, 0.6, 0.2)",1.0516693125500656,1.9633902910200955,1.4004934590835454
content_based,3.0,"(0.2, 0.6, 0.2)",1.023319096855427,1.7510886257040679,1.3229644440478352
content_based,4.0,"(0.2, 0.6, 0.2)",1.0158109194102825,1.6625420153567465,1.289130017725149
content_based,5.0,"(0.2, 0.6, 0.2)",1.022808083768992,1.6399775584442673,1.2804513864764657
content_based,6.0,"(0.2, 0.6, 0.2)",1.0272294101038733,1.619687379934804,1.2725744686889096
content_based,7.0,"(0.2, 0.6, 0.2)",1.034987356529681,1.6227763065170393,1.2737644291411965
content_based,8.0,"(0.2, 0.6, 0.2)",1.038903236223997,1.6185527159261746,1.2721030447897834
content_based,9.0,"(0.2, 0.6, 0.2)",1.0397008361217561,1.606768271134591,1.267442803237556
content_based,10.0,"(0.2, 0.6, 0.2)",1.0424859263976198,1.6071284180900167,1.2675723553808478
content_based,15.0,"(0.2, 0.6, 0.2)",1.0519408344610877,1.607821940210291,1.2678676478427509
content_based,20.0,"(0.2, 0.6, 0.2)",1.0681639935300606,1.6368908848285482,1.279311445211571
content_based,25.0,"(0.2, 0.6, 0.2)",1.0810574533403878,1.6607202259884055,1.288593835238571
content_based,30.0,"(0.2, 0.6, 0.2)",1.0891241719416886,1.6759217597003488,1.2944685824984357
content_based,36.0,"(0.2, 0.6, 0.2)",1.0900853302916647,1.6781073654078607,1.2953145809466597
content_based,1.0,"(0.2, 0.7, 0.1)",1.1317037865547404,2.5721134997869872,1.6035622094693345
content_based,2.0,"(0.2, 0.7, 0.1)",1.0515243898744178,1.9635502124728574,1.400549465409626
content_based,3.0,"(0.2, 0.7, 0.1)",1.0237663142211364,1.7524077656215464,1.3234661074692717
content_based,4.0,"(0.2, 0.7, 0.1)",1.0165149229780923,1.6644947476924135,1.2898906628509206
content_based,5.0,"(0.2, 0.7, 0.1)",1.0240217223457413,1.6432994777624312,1.2817510331610702
content_based,6.0,"(0.2, 0.7, 0.1)",1.028681346409997,1.6236121919755955,1.274118255977844
content_based,7.0,"(0.2, 0.7, 0.1)",1.0367623493230191,1.6279018061403332,1.2757766787829374
content_based,8.0,"(0.2, 0.7, 0.1)",1.0407839653773736,1.624084879055048,1.2742758938382086
content_based,9.0,"(0.2, 0.7, 0.1)",1.0415679441156773,1.612364071608286,1.2696474717350605
content_based,10.0,"(0.2, 0.7, 0.1)",1.0444532178502703,1.612951944574236,1.269867713669769
content_based,15.0,"(0.2, 0.7, 0.1)",1.053773169277029,1.6134783573771638,1.2700960955314788
content_based,20.0,"(0.2, 0.7, 0.1)",1.0698352417366876,1.6419998746636346,1.281306389885639
content_based,25.0,"(0.2, 0.7, 0.1)",1.0826638963314703,1.665556080220694,1.2904686727628367
content_based,30.0,"(0.2, 0.7, 0.1)",1.090613348262362,1.6804651114972782,1.2962218222556046
content_based,36.0,"(0.2, 0.7, 0.1)",1.0915897687615708,1.682648924759563,1.297066121005114
content_based,1.0,"(0.2, 0.8, 0.0)",1.1493532017574777,2.597572226854539,1.6114969995314437
content_based,2.0,"(0.2, 0.8, 0.0)",1.0803664887519389,2.0598366062234765,1.435073753033335
content_based,3.0,"(0.2, 0.8, 0.0)",1.0652527404215562,1.8623717319960467,1.3645789814714686
content_based,4.0,"(0.2, 0.8, 0.0)",1.0525517337742407,1.7684728333168416,1.3297016231849137
content_based,5.0,"(0.2, 0.8, 0.0)",1.0464009701434918,1.7210708448310235,1.3117431321118906
content_based,6.0,"(0.2, 0.8, 0.0)",1.0478054340374647,1.6942230974470316,1.301510154224702
content_based,7.0,"(0.2, 0.8, 0.0)",1.0499204865323772,1.6781905029864987,1.2952773292940298
content_based,8.0,"(0.2, 0.8, 0.0)",1.0465035776948794,1.6572780456504883,1.2871875974535172
content_based,9.0,"(0.2, 0.8, 0.0)",1.0477405266296247,1.6467542611746075,1.2831181542158323
content_based,10.0,"(0.2, 0.8, 0.0)",1.0494384727805908,1.640985023934777,1.2808754993798517
content_based,15.0,"(0.2, 0.8, 0.0)",1.0629436203840361,1.6464838908911144,1.2830272775629048
content_based,20.0,"(0.2, 0.8, 0.0)",1.07279624809602,1.6542129784388326,1.2860513618552958
content_based,25.0,"(0.2, 0.8, 0.0)",1.0848373769106323,1.6720268210102034,1.29296261679086
content_based,30.0,"(0.2, 0.8, 0.0)",1.0916613619621007,1.6835073054216363,1.2973934226986898
content_based,36.0,"(0.2, 0.8, 0.0)",1.0928052785903595,1.6863674472502563,1.2984984579933816
content_based,1.0,"(0.3, 0.0, 0.7)",1.1335029211443612,2.5829339110161813,1.6069439269865693
content_based,2.0,"(0.3, 0.0, 0.7)",1.0486049186653787,1.94387998164217,1.39387367363192
content_based,3.0,"(0.3, 0.0, 0.7)",1.0266421422896403,1.7677826998015687,1.3293268349976006
content_based,4.0,"(0.3, 0.0, 0.7)",1.0141676128442172,1.6692799266027876,1.291783712994055
content_based,5.0,"(0.3, 0.0, 0.7)",1.0115955233492777,1.6234825664737127,1.2739789232942393
content_based,6.0,"(0.3, 0.0, 0.7)",1.013910119992273,1.6027865176116767,1.2658138645463146
content_based,7.0,"(0.3, 0.0, 0.7)",1.0154169690790085,1.5889530638738796,1.260343819199401
content_based,8.0,"(0.3, 0.0, 0.7)",1.0179597745072781,1.580947879123774,1.2571801193703582
content_based,9.0,"(0.3, 0.0, 0.7)",1.0176486568162675,1.5690055523368562,1.2524207545082997
content_based,10.0,"(0.3, 0.0, 0.7)",1.0204558389082394,1.5666489898323182,1.2514861329137053
content_based,15.0,"(0.3, 0.0, 0.7)",1.0310438871431231,1.5666572912896686,1.2515173853519965
content_based,20.0,"(0.3, 0.0, 0.7)",1.0391769779353532,1.5753695390186757,1.254991441082726
content_based,25.0,"(0.3, 0.0, 0.7)",1.0458408601036662,1.5860157516862619,1.2592234031929654
content_based,30.0,"(0.3, 0.0, 0.7)",1.0482357416710044,1.5903255404690446,1.2609307362999969
content_based,36.0,"(0.3, 0.0, 0.7)",1.0482530817950986,1.590495035585446,1.2609981974858089
content_based,1.0,"(0.3, 0.1, 0.6)",1.1324856466205728,2.570392431689411,1.6030697813494996
content_based,2.0,"(0.3, 0.1, 0.6)",1.0485997028812892,1.9408800556990673,1.3928488963885262
content_based,3.0,"(0.3, 0.1, 0.6)",1.0235653773559892,1.755224834289176,1.3244693171944726
content_based,4.0,"(0.3, 0.1, 0.6)",1.0088788353102163,1.6494937753041738,1.2840837417345656
content_based,5.0,"(0.3, 0.1, 0.6)",1.004541803733742,1.600822639098149,1.26503238167185
content_based,6.0,"(0.3, 0.1, 0.6)",1.009961536035672,1.5870452707876819,1.25957591659033
content_based,7.0,"(0.3, 0.1, 0.6)",1.0122145584639695,1.5716894311946035,1.2534855058089467
content_based,8.0,"(0.3, 0.1, 0.6)",1.014870510367317,1.5656192346433468,1.2510793489826713
content_based,9.0,"(0.3, 0.1, 0.6)",1.016592525534018,1.5573340011342067,1.2477686361233644
content_based,10.0,"(0.3, 0.1, 0.6)",1.019255670050451,1.5538814008999524,1.246383906250461
content_based,15.0,"(0.3, 0.1, 0.6)",1.0304212073419978,1.55387221336172,1.2464091645905624
content_based,20.0,"(0.3, 0.1, 0.6)",1.0444790794271273,1.5741120587035538,1.2545152767948815
content_based,25.0,"(0.3, 0.1, 0.6)",1.0568904074346945,1.5964836350381235,1.2633976760872134
content_based,30.0,"(0.3, 0.1, 0.6)",1.0628527582319287,1.6081299022149067,1.2680031182648368
content_based,36.0,"(0.3, 0.1, 0.6)",1.0633250499132731,1.6091658375853943,1.2684143640964736
content_based,1.0,"(0.3, 0.2, 0.5)",1.1278027862489541,2.552595311985969,1.597301082784849
content_based,2.0,"(0.3, 0.2, 0.5)",1.0459622018465826,1.9433398966529445,1.3935129149088663
content_based,3.0,"(0.3, 0.2, 0.5)",1.016942644251688,1.7423625088898096,1.3195931681596549
content_based,4.0,"(0.3, 0.2, 0.5)",1.0076315810654601,1.6475550215127022,1.2833233726828346
content_based,5.0,"(0.3, 0.2, 0.5)",1.00529860426019,1.6023466104184965,1.2656858116504415
content_based,6.0,"(0.3, 0.2, 0.5)",1.011364725751029,1.5865842160673482,1.2594407816050506
content_based,7.0,"(0.3, 0.2, 0.5)",1.0163627455882296,1.5772273771185374,1.2557123145289961
content_based,8.0,"(0.3, 0.2, 0.5)",1.0165376476198087,1.565305694411829,1.2509608956928195
content_based,9.0,"(0.3, 0.2, 0.5)",1.0188410377518087,1.5564761130352074,1.2474182755755712
content_based,10.0,"(0.3, 0.2, 0.5)",1.0217822778867667,1.5531092612816209,1.2460669808657676
content_based,15.0,"(0.3, 0.2, 0.5)",1.0356699698658882,1.5648141797662742,1.2507841178727328
content_based,20.0,"(0.3, 0.2, 0.5)",1.0503979919223931,1.5890809629354261,1.2604699944327957
content_based,25.0,"(0.3, 0.2, 0.5)",1.0631829247385738,1.6109738501955213,1.2691429124086562
content_based,30.0,"(0.3, 0.2, 0.5)",1.0714896502676292,1.627398693394872,1.2755855897720751
content_based,36.0,"(0.3, 0.2, 0.5)",1.0722799146470918,1.6292376471632721,1.2763079834499096
content_based,1.0,"(0.3, 0.3, 0.4)",1.1193638166359354,2.533533529149493,1.5914286138509386
content_based,2.0,"(0.3, 0.3, 0.4)",1.0463520738154186,1.9549827291157633,1.3976603548408693
content_based,3.0,"(0.3, 0.3, 0.4)",1.0198118718155855,1.7489596597885169,1.3220590768489147
content_based,4.0,"(0.3, 0.3, 0.4)",1.0106383436260908,1.6579255356783058,1.2873293762438145
content_based,5.0,"(0.3, 0.3, 0.4)",1.0101225749862692,1.6115506841118261,1.2693435006779246
content_based,6.0,"(0.3, 0.3, 0.4)",1.0163231836393707,1.5961748236167295,1.263279149215292
content_based,7.0,"(0.3, 0.3, 0.4)",1.0237652729229878,1.5953602094569206,1.2629145032875184
content_based,8.0,"(0.3, 0.3, 0.4)",1.0265972765962998,1.5879121484019545,1.259945423800089
content_based,9.0,"(0.3, 0.3, 0.4)",1.0276723833524373,1.5760116811229516,1.2552374491333036
content_based,10.0,"(0.3, 0.3, 0.4)",1.029377074318516,1.5704082199544804,1.2529916535313437
content_based,15.0,"(0.3, 0.3, 0.4)",1.0401929356167794,1.5756042544426636,1.2550863495028775
content_based,20.0,"(0.3, 0.3, 0.4)",1.0559876455694284,1.6030442624589607,1.266005260963062
content_based,25.0,"(0.3, 0.3, 0.4)",1.0687056415358225,1.625733305986581,1.274944033393635
content_based,30.0,"(0.3, 0.3, 0.4)",1.077009044591387,1.641831210887338,1.2812324985361119
content_based,36.0,"(0.3, 0.3, 0.4)",1.0779322126125304,1.6439291155020541,1.2820521944109873
content_based,1.0,"(0.3, 0.4, 0.3)",1.1271752200051697,2.5566552388757255,1.5987274281730621
content_based,2.0,"(0.3, 0.4, 0.3)",1.0470270946305282,1.9546165877660375,1.3974586250200975
content_based,3.0,"(0.3, 0.4, 0.3)",1.0233233941784274,1.7560059303264333,1.3247399218990672
content_based,4.0,"(0.3, 0.4, 0.3)",1.014815193900235,1.6688718653252814,1.2915983666622883
content_based,5.0,"(0.3, 0.4, 0.3)",1.0159805506574482,1.6280761216097415,1.2758214241536963
content_based,6.0,"(0.3, 0.4, 0.3)",1.0209443314454056,1.6074087731937734,1.2677295484639521
content_based,7.0,"(0.3, 0.4, 0.3)",1.029073818170708,1.6087085937637127,1.2682017996616548
content_based,8.0,"(0.3, 0.4, 0.3)",1.0326921449451452,1.6036720807978149,1.2662103771972841
content_based,9.0,"(0.3, 0.4, 0.3)",1.0360227378416875,1.5962093482793567,1.26325962751515
content_based,10.0,"(0.3, 0.4, 0.3)",1.036903641632061,1.590359616778834,1.260934577846577
content_based,15.0,"(0.3, 0.4, 0.3)",1.0439346850228968,1.5858266809352268,1.2591579368987869
content_based,20.0,"(0.3, 0.4, 0.3)",1.0600148415719184,1.614080234622024,1.2703615575674245
content_based,25.0,"(0.3, 0.4, 0.3)",1.0728902877363231,1.6375269285324507,1.2795608158901541
content_based,30.0,"(0.3, 0.4, 0.3)",1.0809647619838132,1.6526827209196948,1.285460488042141
content_based,36.0,"(0.3, 0.4, 0.3)",1.0818992266956382,1.6548157497325708,1.2862914502674634
content_based,1.0,"(0.3, 0.5, 0.2)",1.12967387808922,2.564462493377681,1.6011946488211326
content_based,2.0,"(0.3, 0.5, 0.2)",1.0540167666510905,1.975630846012225,1.4049210013743285
content_based,3.0,"(0.3, 0.5, 0.2)",1.0239163433652894,1.7563343242577438,1.3249026163948614
content_based,4.0,"(0.3, 0.5, 0.2)",1.016243932563696,1.6721909878772003,1.2928851597937498
content_based,5.0,"(0.3, 0.5, 0.2)",1.0195053030297434,1.6379753589351047,1.2796940324884605
content_based,6.0,"(0.3, 0.5, 0.2)",1.0259859775076081,1.6215535270763013,1.2732845505356611
content_based,7.0,"(0.3, 0.5, 0.2)",1.035771375950351,1.6280628086571656,1.275811769723608
content_based,8.0,"(0.3, 0.5, 0.2)",1.0383009626918016,1.619908723489996,1.2726062642845317
content_based,9.0,"(0.3, 0.5, 0.2)",1.040666793555479,1.6090028572923039,1.2683262845708625
content_based,10.0,"(0.3, 0.5, 0.2)",1.0404483224497274,1.599995307476051,1.264757135749193
content_based,15.0,"(0.3, 0.5, 0.2)",1.0471152948367897,1.5945239425096382,1.262608631078228
content_based,20.0,"(0.3, 0.5, 0.2)",1.0630568930565036,1.6225998533721946,1.2737110053464753
content_based,25.0,"(0.3, 0.5, 0.2)",1.0759127308606664,1.6460820100115856,1.2828998010791455
content_based,30.0,"(0.3, 0.5, 0.2)",1.0838866489834535,1.6609873909305573,1.2886865058726396
content_based,36.0,"(0.3, 0.5, 0.2)",1.0848232986996202,1.6631381176546818,1.289522482510169
content_based,1.0,"(0.3, 0.6, 0.1)",1.1317037865547404,2.5721134997869872,1.6035622094693345
content_based,2.0,"(0.3, 0.6, 0.1)",1.0523445146832473,1.9671057266711862,1.4017914381539842
content_based,3.0,"(0.3, 0.6, 0.1)",1.0232812952100567,1.7495776988290408,1.3223956714999197
